Класс,Подкласс 1,Подкласс 2,Тип (%%),Наименование компонента,Определение компонента,Источник,Критерии определения подклассов,IFC-entity,IFC-Predefined Type,КСР,МССК,ПСК,Примечание,Синонимы,УИН
,UB,,,переносящий объект,переносящий удерживающий объект,ISO 81346-2:2019,Вид метода,,,,,,,,KSI060000637
,,UBA,,несущий лоток (короб),объект для переноса между двумя отдельным точками,,,IfcCableCarrierSegment,,,"ЭЛ 40 35 10 10
ЭЛ 40 35 10 20
ЭЛ 40 35 20 20
ЭЛ 40 15 31 01
ЭЛ 40 15 31 03",,,,KSI060000638
,,,UBA10,Лоток лестничный,"Совокупность опорных конструкций, предназначенная для прокладки кабелей, состоящая из секций кабельных лотков или секций кабельных лестниц и иных компонентов системы",,,IfcCableCarrierSegment,"CABLELADDERSEGMENT
",,,,,,KSI060000893
,,,UBA20,Лоток листовой,,,,IfcCableCarrierSegment,"CABLETRAYSEGMENT
",,,,,,KSI060000894
,,,UBA30,Кабель-канал (короб),,,,IfcCableCarrierSegment,CABLETRUNKINGSEGMENT,,,,,,KSI060000895
,,,UBA40,"Гофр (электромонтажная труба, труба для проводов)",,,,IfcCableCarrierSegment,CONDUITSEGMENT,,,,,,KSI060000896
,,UBB,,подвесной крепеж,объект для переноса в отдельную точку путем поднятия вверх,,,IfcMechanicalFastener ,,,"ЭЛ 40 45 10 10
ЭЛ 40 45 10 30",,,,KSI060000639
,,UBC,,ступень,"Горизонтальная площадка для опирания ступни и вертикальная поверхность или пространство, приводящее к изменению уровня",ГОСТ Р ИСО 6707-1-2020,,,,,,,,,KSI060000640
,,,UBC010,подступенок,Вертикальный компонент ступени между двумя смежными проступями или между проступью и прилегающей к ней лестничной площадкой,ГОСТ Р ИСО 6707-1-2020,,,,,,,,,KSI060000831
,,,UBC020,проступь ,Горизонтальный компонент ступени,ГОСТ Р ИСО 6707-1-2020,,,,,,,,,KSI060000832
,,,UBC030,криволинейная ступень,,,,,,,,,,,KSI060000841
,,,UBC040,забежная ступень,,,,,,,,,,,KSI060000842
,,UBD,,мачта,"объект для переноса в отдельную точку путем толкания вверх
-
Основной несущий элемент, воспринимающий нагрузку от закрепленных на нем конструкций, функцией которого является передача этой нагрузки на фундамент или на узлы ригеля через крепежную раму (для светофорных мостиков и консолей).","ПНСТ 320-2018
",,IfcElementAssembly,MAST,,"ЭЛ 40 45 10 10
ЭЛ 40 45 10 20
ЭЛ 40 45 10 90
ЭЛ 40 45 10 86
ЭЛ 40 45 10 89",,,,KSI060000641
,,UBF,,портал,объект для переноса между отдельным точками на определенном уровне,,,,,,,,,,KSI060000642
,,UBG,,подиум,"Возвышение для натурщика, манекенщиков","Толковый словарь Ожегова. С.И. Ожегов, Н.Ю. Шведова. 1949-1992",,,,,,,,,KSI060000643
,,UBH,,передвижной операционный стол,"операционный стол, который можно передвигать с одного места на другое с помощью собственных колес или приравненных к ним средств",ГОСТ Р МЭК 60601-2-46-2022,,IfcFurniture,,,,,,,KSI060000644
,,UBJ,,платформа,"возвышение, площадка для посадки пассажиров, погрузки багажа","Толковый словарь Ожегова. С.И. Ожегов, Н.Ю. Шведова. 1949-1992",,IfcSlab, ,,,,,,KSI060000645
,,UBK,,воздуховод,"Канал и/или трубопровод, служащий для транспортирования, подачи или удаления воздуха",ГОСТ Р 58095.0-2018,,IfcDuctSegment , ,,ЭЛ 40 20 10,,,,KSI060000830
,UC,,,вмещающий объект,объект для удержания путем вмещения,ISO 81346-2:2019,Вид метода,,,,,,,,KSI060000646
,,UCA,,корпус,вмещающий объект для устройств,,,"IfcFurniture, IfcJunctionBox , IfcElectricDistributionBoard",,,"ЭЛ 40 50 60
ЭЛ 40 60 10 26
ЭЛ 40 60 10 27
ЭЛ 40 60 10 35
ЭЛ 40 60 10 36
ЭЛ 90 10 02",,,,KSI060000647
,,UCB,,массив грунта (грунтовый массив),"Объем грунта, находящийся в основании здания/сооружения или вмещающий его, размеры которого не меньше зоны влияния здания/сооружения, или выделяемый для решения специальных задач",ГОСТ 25100-2020,,IfcCivilElement,,,ЭЛ 10 25,,,,KSI060000648
,,UCC,,вытяжка,вмещающий объект для точечной вентиляции,,,IfcAirTerminalBox, ,,ЭЛ 40 50 30 10,,,,KSI060000649
,UL,,,несущий конструктивный объект,объект для удержания путем формирования опоры в виде инженерной конструкции,ISO 81346-2:2019,Вид формы и характер работы,,,,ЭЛ 10 10 05,,,,KSI060000650
,,ULA,,несущий слой,несущий конструктивный объект в виде слоя материала,,,"IfcFooting, IfcReinforcedSoil, IfcSlab ",,,"ЭЛ 10 10 65
ЭЛ 60 10 20 10
ЭЛ 10 25",,,,KSI060000651
,,ULB,,консольный элемент,"несущий конструктивный объект в виде выступа, поддерживающего вышележащую конструкцию",,,IfcBeam, ,,ЭЛ 30 16 35,,,,KSI060000652
,,ULC,,свая,"несущий конструктивный объект изогнутой или прямой линейной формы, передающий силы сжатия окружающим средам
-
Погруженная в грунт или изготовленная в грунте вертикальная или наклонная конструкция, предназначенная для передачи нагрузки на основание.","СП 24.13330.2021
",,IfcPile, ,,"
ЭЛ 10 10 10",,,,KSI060000653
,,ULD,,колонна,"несущий конструктивный объект изогнутой или прямой линейной формы, передающий силы сжатия другим конструктивным объектам
-
Конструктивный элемент гибкой формы, обычно вертикальный, который передает на опору приложенные к нему усилия, работая, в основном, на сжатие","ГОСТ Р ИСО 6707-1-2020
",,IfcColumn,COLUMN,,"ЭЛ 30 16 40
ЭЛ 30 16 41
ЭЛ 30 16 50
ЭЛ 30 16 80 15
ЭЛ 30 29 10
",,,,KSI060000654
,,ULE,,балка,"несущий конструктивный объект прямой линейной формы, выдерживающий изгибающие усилия
-
Конструктивный элемент, служащий для передачи нагрузок между точками опоры или за их пределы, обычно протяженный в длину и расположенный, как правило, горизонтально","ГОСТ Р ИСО 6707-1-2020
",,IfcBeam,BEAM,,"ЭЛ 20 20 20
ЭЛ 20 20 40
ЭЛ 20 20 45
ЭЛ 20 20 50
ЭЛ 30 16 20
ЭЛ 30 16 45
ЭЛ 20 20 15
ЭЛ 20 20 25
ЭЛ 20 20 46
ЭЛ 20 20 35
ЭЛ 20 20 37
",,,,KSI060000655
,,ULF,,растянутый стержневой элемент,"несущий конструктивный объект прямой линейной формы, выдерживающий растягивающий усилия",,,IfcMember, ,,"ЭЛ 30 16 76
ЭЛ 30 90 50
ЭЛ 40 45 20 20
ЭЛ 91 10 18",,,,KSI060000656
,,ULG,,блочный элемент,несущий конструктивный объект в виде блока,,,IfcFooting ,,,ЭЛ 10 10 40,,,,KSI060000657
,,ULH,,арка,"несущий конструктивный объект изогнутой линейной формы, выдерживающий изгибающий усилия
-
Криволинейный конструктивный элемент или строительная конструкция в виде перекрытия над сквозным или глухим проемом, рассчитанного на восприятие нагрузок между точками опоры","ГОСТ Р ИСО 6707-1-2020
",,IfcMember,ARCH_SEGMENT,,"ЭЛ 30 16 10
ЭЛ 30 16 45",,,,KSI060000658
,,ULJ,,пилястра,"несущий конструктивный объект с плоской или изогнутой поверхностью, выдерживающий силы сжатия или изгибающие усилия
-
Плоская прямоугольная колонна или пилон, полностью присоединенная к поверхности стены",ГОСТ Р ИСО 6707-1-2020,,IfcColumn ,PILASTER,,ЭЛ 30 16 51,,,,KSI060000659
,,ULK,,плита,"несущий конструктивный объект в виде горизонтальной плоской поверхности, выдерживающий изгибающие усилия
-
Горизонтальный плоскостной элемент сооружения, предназначенный для восприятия эксплуатационных нагрузок и передачи их на несущие элементы.","ГОСТ 21506-2013
",,IfcSlab,FLOOR,,"ЭЛ 20 20 55
ЭЛ 30 10 25
ЭЛ 30 10 40
ЭЛ 10 10 30 04
ЭЛ 30 10 56
ЭЛ 30 10 57
ЭЛ 30 10 58
ЭЛ 30 10 80
ЭЛ 60 20 13",,,,KSI060000660
,,ULL,,подпорная стенка,"несущий конструктивный объект в виде вертикальной плоской или изогнутой поверхности, выдерживающий изгибающие усилия",,,IfcWall,RETAININGWALL,,"ЭЛ 10 20 30
ЭЛ 10 20
ЭЛ 10 20 10
ЭЛ 10 20 40",,,,KSI060000661
,,ULM,,стена,"несущий конструктивный объект в виде плоской или изогнутой поверхности, выдерживающий силы сжатия
-
Вертикальная строительная конструкция, которая ограничивает или разделяет пространство и, как правило, выполняет несущую или опорную функцию","ГОСТ Р ИСО 6707-1-2020
",,IfcWall,STANDARD,,"ЭЛ 30 10 15
ЭЛ 30 10 20",,,,KSI060000662
,,ULN,,оболочечный элемент,"несущий конструктивный объект в виде плоской или изогнутой поверхности, выдерживающий растягивающий усилия",,,,,,,,,,KSI060000663
,,ULP,,неразрезная арочная конструкция,"несущий конструктивный объект в виде изогнутой поверхности, выдерживающий изгибающие усилия",,,,,,,,,,KSI060000664
,,ULQ,,опорная плита,"несущий конструктивный объект в виде плоской поверхности, распределяющий нагрузку в соединениях",,,IfcPlate,SHEET,,ЭЛ 30 16 83 04,,,,KSI060000665
,,ULR,,несущий трос,"несущий конструктивный объект изогнутой линейной формы, выдерживающий растягивающие усилия",,,IfcTendon,BAR,,ЭЛ 60 35 02,,,,KSI060000666
,,ULS,,диафрагма жесткости,"несущий конструктивный объект в виде плоской поверхности, выдерживающий поперечные (боковые) усилия, действующие в его плоскости
-
 Стена, служащая для восприятия сдвиговых усилий, действующих в ее плоскости",ГОСТ Р ИСО 6707-1-2020,,IfcWall,SHEAR,,,,,,KSI060000667
,,ULT,,ростверк,"несущий конструктивный объект в виде распределительной балки или плиты, объединяющей головы свай и перераспределяющей на них нагрузку от вышерасположенных конструкций","СП 24.13330.2021 
",,IfcFooting,PILE_CAP,,"ЭЛ 30 16 63 10
ЭЛ 10 10 12",,,,KSI060000668
,,ULU,,шкафная стенка,,,,IfcFurniture,,,ЭЛ 30 16 63 25,,,,KSI060000669
,,ULV,,открылок,,,,IfcWall,RETAININGWALL,,ЭЛ 30 16 63 30,,,,KSI060000670
,,ULW,,ферма,"Рама с треугольной решеткой, служащая балкой ",ГОСТ Р ИСО 6707-1-2020,,IfcElementAssembly,TRUSS,,"ЭЛ 30 16 81
ЭЛ 20 20 36
ЭЛ 20 20 38",,,,KSI060000847
,,ULX,,ряж,"Срубная конструкция, служащая опорой, основанием для сооружения, иногда заполненная камнями.",ГОСТ Р 54523-2011,,,,,,,,,KSI060000877
,UM,,,объект для укрепления (усиления),объект для удержания путем укрепления или усиления,ISO 81346-2:2019,Вид метода,,,,"ЭЛ 10 25
",,,,KSI060000671
,,UMA,,усиливающий стержень,"усиливающий объект в виде закладного стержня
-
",,,IfcReinforcingBar,MAIN,,"
ЭЛ 20 90
ЭЛ 30 90 10",,,,KSI060000672
,,UMB,,усиливающая сетка,усиливающий объект в виде встроенной сетки или ткани,,,IfcReinforcingMesh, ,,"ЭЛ 30 90 20
ЭЛ 20 90",,,,KSI060000673
,,UMC,,армирующий слой,усиливающий объект в виде слоя материала,,,IfcCovering,MEMBRANE,,,,,,KSI060000674
,,UMD,,армирующее вещество,усиливающий объект в виде вложенного материала,,,IfcCovering, ,,,,,,KSI060000675
,,UME,,защитная пластина,усиливающий объект в виде защелки замка,,,IfcPlate, ,,,,,,KSI060000676
,,UMF,,накладка,усиливающий объект в качестве промежуточного соединителя,,,IfcPlate, ,,,,,,KSI060000677
,,UMG,,скважина вертикального дренажа,усиливающий объект с использованием вертикального дренирования,,,IfcReinforcedSoil,VERTICALLYDRAINED,,ЭЛ 10 25 60,,,,KSI060000678
,,UMH,,набрызг бетона,усиливающий объект с использованием набрызга бетона,,,IfcCovering, ,,,,,,KSI060000679
,,UMJ,,бетонное покрытие,усиливающий объект с использованием бетонной облицовки,,,IfcCovering, ,,,,,,KSI060000680
,,UMK,,элемент усиления локальной жесткости,усиливающий объект с использованием ребер жесткости,,,IfcMember ,STIFFENING_RIB,,"ЭЛ 20 20 47
ЭЛ 40 45 10 40",,,,KSI060000681
,,UML,,связевой элемент,усиливающий объект с использованием диагональной перевязки,,,IfcMember,BRACE,,ЭЛ 30 16 80 10,,,,KSI060000682
,,UMM,,удерживающий трос,усиливающий объект в виде тросов,,,IfcMember,STAY_CABLE,,,,,,KSI060000683
,,UMN,,распорка,усиливающий объект в виде горизонтальной перекладины,,,IfcMember,STRUT,,ЭЛ 30 16 52,,,,KSI060000684
,,UMQ,,насыпь,"усиливающий объект, земляное сооружение из насыпного грунта, верхняя часть которого на всей ширине расположена выше уровня земли.",,,IfcEarthworksFill,EMBANKMENT,,ЭЛ 10 40 80,,,,KSI060000685
,UN,,,обрамляющий объект,"объект, удерживающий другие объекты путем заключения их обрамления",ISO 81346-2:2019,Вид метода,,,,,,,,KSI060000686
,,UNA,,рама,"объект, обрамляющий при помощи фиксированной рамы",,,IfcElementAssembly ,,,ЭЛ 30 16 55,,,,KSI060000687
,,UNB,,порог,"объект, обрамляющий нижнюю часть, прилегающую к воротам, двери
-
Нижняя часть притвора дверного полотна или ворот.","ГОСТ Р 53307-2009
",,IfcCovering , ,,ЭЛ 30 19 26,,,,KSI060000688
,,UNC,,подвижная рама,"объект, обрамляющий при помощи подвижной рамы",,,IfcElementAssembly ,,,ЭЛ 30 16 55,,,,KSI060000689
,,UND,,импост,"обрамляющий объект, разделяющий створку или дверь
-
Вертикальный или горизонтальный средний брусок коробки.","ГОСТ 26602.5-2001
",,IfcMember,MULLION,,ЭЛ 30 10 10 20,,,,KSI060000690
,UP,,,соединяющий объект,объект для удержания при помощи нестатического соединения,ISO 81346-2:2019,Вид метода,,,,,,,,KSI060000691
,,UPA,,подшипник,"объект, соединяющий при помощи подшипника
-
Устройство, которое служит опорой для вращающегося вала и, если необходимо, ограничивает его аксиальное перемещение.",ГОСТ IEC 60050-411-2015,,,,,,,,,KSI060000692
,,UPB,,шарнир,"объект, соединяющий при помощи механического соединения",,,,,,,,,,KSI060000693
,,UPC,,химическое соединение,"объект, соединяющий при помощи химической связи",,,IfcFastener,GLUE,,,,,,KSI060000694
,,UPD,,сварное соеденение,создание сваркой непрерывной связи двух или более деталей,ГОСТ Р ГОСТ Р 58905-2020/ISO/TR 25901-3:2016,,IfcFastener,WELD,,,,,,KSI060000869
,,UPE,,болтовое соеденение,"соединение арматурных стержней с помощью длинной муфты, в которой арматурные стержни фиксируются с помощью заостренных болтов, врезающихся в тело арматурного стержня",СП 63.13330.2018,,IfcMechanicalFastener,BOLT,,,,,,KSI060000870
,,UPF,,шпонка с арматурной скобой,,,,,,,,,,,KSI060000871
,,UPG,,арматурный выпуск,"арматурный стержень периодического профиля, вклеиваемый в бетон для наращивания или усиления железобетонных конструкций",ГОСТ Р 58429-2019,,IfcReinforcingBar,ANCHORING,,,,,,KSI060000872
,,UPH,,стык петлевой,,,,,,,,,,,KSI060000873
,UQ,,,объект крепления,объект для удержания при помощи статического соединения,"ISO 81346-2:2019
",Вид метода,,,,ЭЛ 40 45,,,,KSI060000695
,,UQA,,крепежное изделие неразборное,"неразборный объект крепления, устанавливаемый механическим способом",,,IfcMechanicalFastener, ,,"ЭЛ 40 35 20 10
ЭЛ 40 45 10 10",,,,KSI060000696
,,,UQA10,закладная деталь,"Металлические элементы (из круглой, полосовой, уголковой стали), устанавливаемые (закладываемые) в конструкции до бетонирования для соединений сваркой сборных и сборно-монолитных железобетонных конструкций между собой и с другими конструкциями зданий (сооружений)","ГОСТ 24155-2016
",,IfcDiscreteAccessory, ,,ЭЛ 30 80 10,,,,KSI060000697
,,UQB,,крепежное изделие разборное,"разборный объект крепления, устанавливаемый механическим способом",,,IfcMechanicalFastener, ,,"ЭЛ 40 45 10 10
ЭЛ 40 45 20 10
ЭЛ 40 45 20 10",,,,KSI060000698
,,UQC,,химическая связь,объект крепления при помощи химической связи,,,,,,,,,,KSI060000699
,UT,,,выравнивающий объект,объект для удержания путем выравнивания,ISO 81346-2:2019,Вид метода,,,,,,,,KSI060000700
,,UTA,,заполнение,"выравнивающий объект, обеспечивающий определенную профилированную поверхность плоскости путем добавления материала",,,IfcCovering ,,,"ЭЛ 20 30 46
ЭЛ 10 30 40
ЭЛ 30 32 30",,,,KSI060000701
,,UTB,,выемка,"выравнивающий объект, обеспечивающий определенную профилированную поверхность плоскости путем удаления материала",Большая строительная энциклопедия stroi.gov.ru,,IfcVoidingFeature, ,,"ЭЛ 10 40 40
ЭЛ 10 40 60
ЭЛ 10 40 20
ЭЛ 10 40 70
ЭЛ 10 40 90
ЭЛ 10 40 50",,,,KSI060000702
,UU,,,существующий грунт,"объект для удержания при помощи существующего грунта (горная порода, почва, осадок и техногенные минеральные образования, рассматриваемые как многокомпонентные динамичные системы и часть геологической среды, изучаемые в связи с инженерно-хозяйственной деятельностью).",ISO 81346-2:2019,Вид материала,,,,,,,,KSI060000703
,,UUA,,скальный грунт,"существующий грунт, состоящий из каменистой породы",,,IfcCivilElement,,,,,,,KSI060000704
,,UUB,,песчаный грунт,"существующий грунт, состоящий из фрикционного грунта",,,IfcCivilElement,,,,,,,KSI060000705
,,UUC,,глинистый грунт,"существующий грунт, состоящий из связного грунта",,,IfcCivilElement,,,,,,,KSI060000706
,,UUD,,верхний слой грунта,"существующий грунт, состоящий из органического грунта",,,IfcCivilElement,,,,,,,KSI060000707
,,UUE,,грунт обратной засыпки,"существующий грунт, состоящий из заполняющего материала",,,IfcCivilElement,,,,,,,KSI060000708
,,UUF,,грунт дисперсный,"существующий грунт, в котором преобладают механические, физические и физико-химические структурные связи.",,,IfcCivilElement,,,,,,,KSI060000709
,,UUG,,грунт мерзлый,"существующий грунт, имеющий отрицательную или нулевую температуру, содержащий видимые ледяные включения и/или лед-цемент, за счет которых образованы криогенные структурные связи.",,,IfcCivilElement,,,,,,,KSI060000710
,,UUH,,грунт крупнообломочный,"существующий грунт, состоящий из несвязного минерального грунта",,,IfcCivilElement,,,,,,,KSI060000711
,,UUJ,,почва,"существующий грунт, в виде поверхностного слоя дисперсного грунта, обладающего плодородием.",,,IfcCivilElement,,,,,,,KSI060000712
W_,,,,направляющий объект,"объект, для проведения из одного места в другое",ISO 81346-2:2019,Вид потока и вид технологии,,,,,,,,KSI060000713
,WB,,,"объект, направляющий высоковольтную электрическую энергию","объект, направляющий высоковольтную электрическую энергию",ISO 81346-2:2019,Вид метода,,,,,,,,KSI060000714
,,WBA,,высоковольтная шина,"объект, направляющий высоковольтную электрическую энергию при помощи системы шин",,,IfcCableSegment,BUSBARSEGMENT,,,,,,KSI060000715
,,WBB,,высоковольтный кабель,"объект, направляющий высоковольтную электрическую энергию при помощи кабеля",,,IfcCableSegment,CABLESEGMENT,,"ЭЛ 40 36 10 02
ЭЛ 40 36 10 01",,,,KSI060000716
,,WBC,,высоковольтный провод,"объект, направляющий высоковольтную электрическую энергию при помощи провода",,,IfcCableSegment,CONDUCTORSEGMENT,,ЭЛ 40 36 10 03,,,,KSI060000717
,,WBD,,высоковольтный проходной изолятор,"объект, направляющий высоковольтную электрическую энергию через корпус, стену или барьер",,,IfcDiscreteAccessory,INSULATOR,,,,,,KSI060000718
,WD,,,"объект, направляющий низковольтную электрическую энергию","объект, направляющий низковольтную электрическую энергию",ISO 81346-2:2019,Вид метода,,,,,,,,KSI060000719
,,WDA,,низковольтная шина,"объект, направляющий низковольтную электрическую энергию при помощи системы шин",,,IfcCableSegment,BUSBARSEGMENT,,,,,,KSI060000720
,,WDB,,низковольтный кабель,"объект, направляющий низковольтную электрическую энергию при помощи кабеля",,,IfcCableSegment,CABLESEGMENT,,ЭЛ 40 36 10 02,,,,KSI060000721
,,WDC,,низковольтный провод,"объект, направляющий низковольтную электрическую энергию при помощи провода",,,IfcCableSegment,CONDUCTORSEGMENT,,"ЭЛ 40 36 10 03
ЭЛ 40 36 10 06",,,,KSI060000722
,,WDD,,низковольтный проходной изолятор,"объект, направляющий низковольтную электрическую энергию через корпус, стену или барьер",,,IfcDiscreteAccessory,INSULATOR,,,,,,KSI060000723
,WE,,,"объект, направляющий опорный потенциал","объект, направляющий опорный потенциал",ISO 81346-2:2019,Вид метода,,,,,,,,KSI060000724
,,WEA,,шина заземления,"объект, направляющий опорный потенциал на землю при помощи шины",,,IfcCableSegment,BUSBARSEGMENT,,,,,,KSI060000725
,,WEB,,кабель заземления,"объект, направляющий опорный потенциал на землю при помощи кабеля",,,IfcCableSegment,CABLESEGMENT,,,,,,KSI060000726
,,WEC,,шина для выравнивания потенциалов,"объект, направляющий опорный потенциал при помощи шины",,,IfcCableSegment,BUSBARSEGMENT,,,,,,KSI060000727
,,WED,,кабель для выравнивания потенциалов,"объект, направляющий опорный потенциал при помощи кабеля",,,IfcCableSegment,CABLESEGMENT,,,,,,KSI060000728
,WG,,,объект для направления электрического сигнала,"объект, направляющий электрические сигналы",ISO 81346-2:2019,Вид назначения,,,,,,,,KSI060000729
,,WGA,,управляющий кабель,"объект, направляющий электрические сигналы с целью контроля и измерения",,,IfcCableSegment,CABLESEGMENT,,,,,,KSI060000730
,,WGB,,кабель данных,"объект, направляющий электрические сигналы с целью передачи данных",,,IfcCableSegment,CABLESEGMENT,,,,,,KSI060000731
,,WGC,,проходной изолятор электрического сигнала,"объект, направляющий электрические сигналы через корпус или стену",,,IfcDiscreteAccessory,INSULATOR,,,,,,KSI060000732
,WH,,,объект для направления света,"объект, направляющий свет",ISO 81346-2:2019,Вид потока,,,,,,,,KSI060000733
,,WHA,,волоконно-оптический кабель,"объект, направляющий свет для передачи сигнала",,,IfcCableSegment ,OPTICALCABLESEGMENT,,ЭЛ 40 36 10 04,,,,KSI060000734
,,WHB,,оптоволокно,"объект, направляющий свет для передачи света",,,IfcCableSegment,FIBERSEGMENT,,,,,,KSI060000735
,,WHC,,линза,"объект, направляющий свет для получения определенного преломления света",,,,,,,,,,KSI060000736
,,WHD,,зеркало,"объект, направляющий свет для получения определенного отражения света",Большая строительная энциклопедия stroi.gov.ru,,IfcFurniture,,,ЭЛ 40 60 10 14,,,,KSI060000737
,WJ,,,объект для направления звука,"объект, направляющий звук",ISO 81346-2:2019,Вид метода,,,,,,,,KSI060000738
,,WJA,,звукоотражатель,"объект, направляющий звук при помощи отражения",,,,,,,,,,KSI060000739
,WL,,,объект для направления твердых веществ,"объект, направляющий твердое вещество в открытом корпусе",ISO 81346-2:2019,Вид метода,,,,,,,,KSI060000740
,,WLA,,рольганг,"объект, направляющий твердое вещество путем скатывания",,,IfcConveyorSegment, ,,,,,,KSI060000741
,,WLB,,спускной желоб,"объект, направляющий твердое вещество путем скольжения",,,IfcConveyorSegment,CHUTECONVEYOR,,ЭЛ 40 10 20 10,,,,KSI060000742
,WM,,,направляющий объект в открытом корпусе,"объект, направляющий поток жидкости в открытом корпусе",ISO 81346-2:2019,Вид метода,,,,,,,,KSI060000743
,,WMA,,дренажный слой,направляющий объект в открытом корпусе в виде слоя,,,IfcEarthworksCut,DREDGING,,ЭЛ 10 25 60,,,,KSI060000744
,,WMB,,водосточный желоб,"объект в открытом корпусе, направляющий жидкости в открытом канале",,,IfcPipeSegment,GUTTER,,ЭЛ 40 40 10 10,,,,KSI060000745
,,WMC,,дренажный отлив,"объект в открытом корпусе, направляющий жидкости по открытой поверхности",,,IfcCovering ,,,ЭЛ 30 19 40,,,,KSI060000746
,,WMD,,отлив,"объект в открытом корпусе, направляющий жидкости по выступу",,,IfcCovering ,,,ЭЛ 30 19 40,,,,KSI060000747
,,WME,,водослив,"объект в открытом корпусе, направляющий жидкости по профилю слива жидкости",,,IfcPipeSegment,GUTTER,,"ЭЛ 40 40 20 50
ЭЛ 40 40 20 60",,,,KSI060000748
,,WMF,,водосточная труба,"объект в открытом корпусе, направляющий при использовании перфорированной трубы",,,IfcPipeSegment,RIGIDSEGMENT,,ЭЛ 40 40 10 20,,,,KSI060000749
,,WMG,,инфильтрационная камера,направляющий объект в открытом корпусе в камере,,,,,,,,,,KSI060000750
,,WMH,,Канава боковая придорожная,"Канава, проходящая вдоль земляного полотна для сбора и отвода поверхностных вод, с поперечным сечением лоткового, треугольного или трапецеидального профиля",СП 34.13330.2021,,"IfcRoadPart, 
IfcGeographicElement ",,,,,,,KSI060000828
,,WMJ,,Канава нагорная,"Канава, расположенная с нагорной стороны от дороги для перехвата стекающей по склону воды и с отводом ее от дороги",СП 34.13330.2021,,"IfcRoadPart, 
IfcGeographicElement ",,,,,,,KSI060000829
,,WMK,,Желоб для стока жидкости,"объект в открытом корпусе, направляющий жидкости в открытом канале",,,IfcPipeSegment ,GUTTER,,ЭЛ 40 40 10 10,,,,KSI060000837
,WP,,,направляющий объект в закрытом корпусе,"объект, направляющий поток вещества в закрытом корпусе",ISO 81346-2:2019,Вид применяемой формы,,,,,,,,KSI060000751
,,WPA,,труба,"направляющий объект в закрытом корпусе в виде жесткой конструкции с круглым, прямоугольным или другим сечением",,,IfcDuctSegment,RIGIDSEGMENT,,"ЭЛ 40 15 10
ЭЛ 40 15 20 35
ЭЛ 40 20 20 16
ЭЛ 40 20 40 18",,,,KSI060000752
,,WPB,,канал,направляющий объект в закрытом корпусе в виде жесткой конструкции с некруглым сечением,,,IfcDuctSegment,RIGIDSEGMENT,,"ЭЛ 30 16 78
ЭЛ 30 25 50",,,,KSI060000753
,,WPC,,шланг,направляющий объект в закрытом корпусе в виде гибкой конструкции,,,IfcPipeSegment,FLEXIBLESEGMENT,,,,,,KSI060000754
,WQ,,,"объект, направляющий механическую энергию","объект, направляющий механическую энергию",ISO 81346-2:2019,Вид метода,,,,,,,,KSI060000755
,,WQA,,ведущий мост,"объект, направляющий механическую энергию при помощи вала",,,,,,,,,,KSI060000756
,,WQB,,приводной ремень,"объект, направляющий механическую энергию при помощи ремня",,,,,,,,,,KSI060000757
,,WQC,,приводная цепь,"объект, направляющий механическую энергию при помощи цепи",,,,,,,,,,KSI060000758
,,WQD,,приводной рычаг,"объект, направляющий механическую энергию при помощи звеньев",,,,,,,,,,KSI060000759
,,WQE,,колесо,"объект, направляющий механическую энергию при помощи колеса",,,,,,,,,,KSI060000760
,,WQF,,зубчатая рейка,"объект, направляющий механическую энергию при помощи зубчатой рейки",,,,,,,,,,KSI060000761
,,WQG,,гидравлический шланг,"объект, направляющий механическую энергию при помощи жидкости",,,,,,ЭЛ 40 15 10 10,,,,KSI060000762
,WR,,,рельсовый объект,"объект, направляющий объекты, связанные с железной дорогой",ISO 81346-2:2019,Вид метода,,,,,,,,KSI060000763
,,WRA,,путь,"рельсовый объект, обеспечивающий направленный путь",,,,,,ЭЛ 30 16 61,,,,KSI060000764
,,WRB,,пересечение путей,"рельсовый объект, обеспечивающий переезд",,,,,,,,,,KSI060000765
,,WRC,,Сортировочная горка,"специально профилированное возвышение на железнодорожной станции, состоящее из надвижной части, горба и спускной части сортировочной горки, обеспечивающее под действием силы тяжести скатывание вагонов распускаемого железнодорожного подвижного состава до расчетной точки","ГОСТ Р 53431-2009 
ГОСТ 34530-2019",,,,,,,,,KSI060000848
,,,WRC010,Механизированная сортировочная горка,"сортировочная горка, оснащенная вагонными замедлителями, которые располагаются на одной или более тормозных позициях",ГОСТ Р 53431-2009,,,,,,,,,KSI060000849
,,,WRC020,Автоматизированная сортировочная горка,"механизированная сортировочная горка, оснащенная средствами автоматизации технологических операций дистанционного управления расформированием железнодорожных подвижных составов",ГОСТ Р 53431-2009,,,,,,,,,KSI060000850
,,WRD,,Рельс ,"Стальное изделие в виде специального фасонного профиля, состоящее из головки, шейки, подошвы и предназначенное для верхнего строения рельсовых путей железнодорожного магистрального и промышленного транспорта, метрополитенов и трамвайных путей, а также для крановых и подвесных путей.",ГОСТ 34530-2019,,IfcRail,RAIL,,ЭЛ 60 20 01,,,,KSI060000852
