c_1,c_2,c_3,c_4,c_5,lev_1,lev_2,lev_3,lev_4,lev_5,code,def,source,type,list,ifc,par_1,par_2,sect,sect_parts,synonyms,ksi_uin
,,U,,,,,Пользовательские,,,BPU_,,,,,,,,,,,KSI210000548
,F,,,,,Функциональные,,,,BF__,,,,,,,,,,,KSI210000549
,,,,0001,,,,,Генпроектировщик,BF__0001,"Специализированная проектная организация, обеспечивающая комплексную разработку проекта и его сопровождение","РД 95 10544-99
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",Текстовый,,,ПР 10 10 12,,"<CCo>
<CEn>",,,KSI210000550
,,,,0002,,,,,Геотехническая категория,BF__0002,"Категория сложности объекта строительства с точки зрения проектирования оснований и фундаментов, определяемая в зависимости от уровня ответственности и сложности инженерно-геологических условий площадки строительства",СП 22.13330.2016,Из списка,"1
2
3",,,,"<CCo>
<CEn>",,,KSI210000551
,,,,0003,,,,,Категория сложности памятника истории и культуры,BF__0003,Классификация недвижимых объектов культурного наследия по степени сложности проведения работ по сохранению объекта культурного наследия,ГОСТ Р 56891.1-2016,Из списка," I
II
III
IV",,,,"<CCo>
<CEn>",,,KSI210000552
,,,,0004,,,,,Класс надежности зданий и сооружений,BF__0004,"Класс сооружений или элементов конструкции, для которых требуется назначение специального уровня надежности","ГОСТ 27751-2014
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",Из списка,"КС-1
КС-2
КС-3",,ПР 10 30 19,,"<CCo>
<CEn>",,,KSI210000553
,,,,0005,,,,,Класс опасности гидротехнических сооружений,BF__0005,"Количественная характеристика ответственности гидротехнического сооружения, определяемая при проектировании или реконструкции с учетом его назначения, параметров и последствий вероятных аварий.","ГОСТ Р 55260.1.1-2013
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",Из списка,"I класс опасности
II класс опасности
III класс опасности
IV класс опасности",,ПР 10 30 19,,"<CCo>
<CEn>",,,KSI210000554
,,,,0006,,,,,Класс опасности опасных производственных объектов,BF__0006,"Класс опасности объекта, на котором используют, производят, перерабатывают, хранят или транспортируют радиоактивные, взрыво- и пожароопасные, опасные химические и биологические вещества, создающие реальную угрозу жизни и здоровью людей, а также окружающей среде",Федеральный закон  от 21.07.1997 №116-ФЗ,Из списка,"I класс опасности
II класс опасности
III класс опасности
IV класс опасности",,,,"<CCo>
<CEn>",,,KSI210000555
,,,,0007,,,,,Класс ответственности резервуара,BF__0007,"Степень опасности (риска), возникающая при аварии резервуара для здоровья и жизни граждан, имущества физических или юридических лиц, государственного или муниципального имущества, экологической безопасности, а также здоровья или жизни животных и растений. ","СТО 0030-2004 (02494680, 01400285, 01411411, 40427814) ",Из списка,"Класс I
Класс II
Класс III ",,,,"<CCo>
<CEn>",,,KSI210000556
,,,,0008,,,,,Класс сооружения по условиям эксплуатации,BF__0008,Класс сооружения по условиям эксплуатации в зависимости от назначения здания,"СП 250.1325800.2016
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",Из списка,"I
II",,ПР 10 30 19,,"<CCo>
<CEn>",,,KSI210000557
,,,,0010,,,,,Коэффициент застройки,BF__0010,"Отношение площади, занятой под зданиями и сооружениями, к площади участка (квартала)",СП 42.13330.2016,Числовой,,,,,"<CCo>
<CEn>",,,KSI210000558
,,,,0011,,,,,Коэффициент надежности по ответственности,BF__0011,"Устанавливаются генпроектировщиком по согласованию с заказчиком в задании на проектирование, но не ниже минимальных значений в зависимости от класса сооружений при их проектировании","ГОСТ 27751-2014
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",Числовой,,,ПР 10 30 21,,"<CCo>
<CEn>",,,KSI210000559
