code,level_1,level_2,level_3,level_4,param_1,param_2
ТО 38 50 10 18,,,,"Пылесосы для удаления загрязнений из трубопроводов на шасси автомобиля ""Iveko""",2.1-17-92,29.10.59.390
ТО 38 50 10 19,,,,"Универсальные коммунально-уборочные машины фирмы ""Bucher""",2.1-17-84,29.10.59.130
ТО 38 50 20,,,Приборы,,,
ТО 38 50 20 01,,,,Гамма-дефектоскопы,2.1-30-62,26.51.66.126
ТО 38 50 20 02,,,,Преобразователи частоты тока до 500 А,2.1-30-46,27.12.10.190
ТО 38 50 20 03,,,,Приборы для измерения твердости металлов,2.1-30-65,26.51.62.110
ТО 38 50 20 04,,,,Дефектоскопы ультразвуковые,2.1-30-61,26.51.66.121
ТО 38 50 20 05,,,,Индукторы,2.1-30-48,27.90.31.110
ТО 38 50 20 06,,,,"Приборы, тип ""ДИ""",2.1-17-28,26.51.66.123
ТО 38 50 20 07,,,,"Приборы, тип ""АНПИ""",2.1-17-29,26.51.66.127
ТО 38 50 20 08,,,,Питатели пластинчатые,2.1-17-71,28.92.40.110
ТО 38 50 20 09,,,,Роботы для устранения ответвлений и устранения препятствий в трубопроводе на шасси автомобиля,2.1-17-90,29.10.59.390
ТО 38 50 20 10,,,,Рефлектометры оптические импортного производства с длиной волны 1310/1550 нм,2.1-17-201,26.51.45.190
ТО 38 50 20 11,,,,Треноги,2.1-17-60,25.11.23.119
ТО 38 50 20 12,,,,Тепловизоры Therma Cam,2.1-17-104,26.51.66.124
ТО 38 50 20 13,,,,Георадары в комплекте с ноутбуком и программным обеспечением,2.1-17-123,26.51.20.110
ТО 38 50 20 14,,,,Телероботы,2.1-17-79,26.51.66.129
ТО 38 50 30,,,Снегоочистители,,,
ТО 38 50 30 01,,,,Снегоочистители плужные,2.1-17-54,29.10.59.322
ТО 38 50 30 02,,,,Снегоочистители шнекороторные,2.1-17-55,29.10.59.321
ТО 38 50 30 03,,,,Спецфургон типа ДКТ,2.1-17-76,29.10.59.390
ТО 38 50 40,,,Тележки,,,
ТО 38 50 40 01,,,,Тележки раскаточные на гусеничном ходу,2.1-17-18,28.92.30.190
ТО 38 50 40 02,,,,Тележки тракторные,2.1-17-19,29.20.23.130
ТО 38 50 50,,,Прочее,,,
ТО 38 50 50 01,,,,Траншеезасыпщики прицепные колесные,2.1-17-40,28.92.30.190
ТО 38 50 50 02,,,,Установки передвижные цеолитовые,2.1-17-64,28.99.39.190
ТО 38 50 50 03,,,,Установки дегазационные для кабельного масла,2.1-17-66,28.29.12.190
ТО 38 50 50 04,,,,Установки для подогрева стыков,2.1-17-67,28.99.39.190
ТО 38 50 50 05,,,,"Установки для устройства цементно-песчаной изоляции внутренних поверхностей труб ""Селмерс""",2.1-17-9,28.99.39.190
ТО 38 50 50 06,,,,Установки для сжигания древесных остатков,2.1-17-17,28.21.12.000
ТО 38 50 50 07,,,,"Установки для гидропосева многолетних трав на шасси автомобильного типа (фирма ""Мак Клоски Брос"")",2.1-17-74,29.10.59.390
ТО 38 50 50 08,,,,Установки комплектные конденсаторные на автомобиле ЗИЛ-131,2.1-17-86,29.10.59.390
ТО 38 50 50 09,,,,"Установки реверсивные ""Феникс"" с парогенератором для санации труб, диаметр трубопровода 200-400 мм",2.1-17-174,28.29.60.000
ТО 38 50 50 10,,,,Установки формирования антикоррозионного противонакипного покрытия (УФАПП),2.1-17-118,28.99.39.190
ТО 38 50 50 11,,,,"Устройства для натяжения предварительно напряженных анкеров HOZ 1,700/500",2.1-17-95,28.99.39.190
ТО 38 50 50 12,,,,Феррозондовые металлоискатели,2.1-17-75,26.51.66.123
ТО 38 50 50 13,,,,Шприцы электрические для заделки стыков,2.1-17-68,28.24.11.000
ТО 38 50 50 14,,,,Щиты настила,2.1-17-63,25.11.23.119
ТО 38 50 50 15,,,,Ямокопатели,2.1-17-52,28.92.27.119
ТО 40,Автотранспортные средства,,,,,
ТО 40 10,,"Прицепы, полуприцепы",,,,
ТО 40 10 10,,,Тяжеловозы,,,
ТО 40 10 10 01,,,,"Полуприцепы-тяжеловозы, грузоподъемность до 60 т",2.1-18-1,29.20.23.114
ТО 40 10 10 02,,,,"Полуприцепы-тяжеловозы, грузоподъемность до 40 т",2.1-18-2,29.20.23.114
ТО 40 10 20,,,Общего назначения,,,
ТО 40 10 20 01,,,,"Полуприцепы общего назначения, грузоподъемность до 12 т",2.1-18-3,29.20.23.114
ТО 40 10 20 02,,,,"Полуприцепы общего назначения, грузоподъемность до 15 т",2.1-18-4,29.20.23.114
ТО 40 10 30,,,Прицепы,,,
ТО 40 10 30 01,,,,Прицепы одноосные,2.1-18-5,29.20.23.190
ТО 40 10 30 02,,,,Прицепы двухосные,2.1-18-6,29.20.23.190
ТО 40 10 30 03,,,,Прицепы роликовые для транспортировки барабана с рукавом,2.1-18-26,29.20.23.190
ТО 40 20,,Автомобили грузовые,,,,
ТО 40 20 10,,,Грузовые,,,
ТО 40 20 10 01,,,,"Автомобили грузовые бортовые, грузоподъемность до 5 т",2.1-18-7,29.10.42.112
ТО 40 20 10 02,,,,"Автомобили грузовые бортовые, грузоподъемность до 8 т",2.1-18-9,29.10.42.112
ТО 40 20 10 03,,,,"Автомобили грузовые бортовые, грузоподъемность до 10 т",2.1-18-10,29.10.41.112
ТО 40 20 10 04,,,,"Автомобили грузовые бортовые, грузоподъемность до 12 т",2.1-18-8,29.10.41.112
ТО 40 20 10 05,,,,"Автомобили грузовые бортовые, грузоподъемность до 15 т",2.1-18-11,29.10.41.113
ТО 40 20 20,,,Самосвалы,,,
ТО 40 20 20 01,,,,"Автомобили-самосвалы, грузоподъемность до 7 т",2.1-18-12,29.10.42.122
ТО 40 20 20 02,,,,"Автомобили-самосвалы, грузоподъемность до 10 т",2.1-18-13,29.10.41.122
ТО 40 20 20 03,,,,"Автомобили-самосвалы, грузоподъемность до 15 т",2.1-18-14,29.10.41.123
ТО 40 20 20 04,,,,"Автомобили-самосвалы, грузоподъемность до 20 т",2.1-18-15,29.10.41.123
ТО 40 20 20 05,,,,"Автомобили-самосвалы, грузоподъемность до 40 т",2.1-18-17,29.10.41.123
ТО 40 20 30,,,Тягачи седельные,,,
ТО 40 20 30 01,,,,"Тягачи седельные, грузоподъемность до 12 т",2.1-18-20,29.10.43.000
ТО 40 20 30 02,,,,"Тягачи седельные, грузоподъемность до 15 т",2.1-18-21,29.10.43.000
ТО 40 20 30 03,,,,Транспортеры для перевозки опор,2.1-18-22,29.10.59.390
ТО 40 30,,Автомобили прочие,,,,
ТО 40 30 10,,,Автомобили прочие,,,
ТО 40 30 10 01,,,,"Автомобили полупассажирские типа ГАЗ, грузоподъемность до 2 т",2.1-18-24,29.10.59.390
ТО 40 30 10 02,,,,Автомобили бортовые с манипулятором грузоподъемностью до 6 т,2.1-18-23,29.10.59.310
ТО 40 30 10 03,,,,"Автомобили грузовые для аварийно-ремонтных работ, грузоподъемность до 7 т",2.1-18-27,29.10.59.390
ТО 40 30 10 04,,,,Передвижные ограждающие устройства (прицепы),2.1-18-25,29.20.23.190
ТО 42,"Инструмент механизированный, станки",,,,,
ТО 42 10,,Навесное оборудование,,,,
ТО 42 10 10,,,Гидромолоты,,,
ТО 42 10 10 01,,,,Гидромолоты,2.1-19-1,28.92.30.190
ТО 42 20,,Инструмент механизированный,,,,
ТО 42 20 10,,,Бороздоделы,,,
ТО 42 20 10 01,,,,Бороздоделы ручные электрические,2.1-30-2,28.24.11.000
ТО 42 20 10 02,,,,"Вентиляторы радиальные общего назначения, производительность до 15000 м3/ч",2.1-30-74,28.25.20.112
ТО 42 20 20,,,Гайковерты,,,
ТО 42 20 20 01,,,,Гайковерты ручные электрические,2.1-30-55,28.24.11.000
ТО 42 20 20 02,,,,Гайковерты пневматические,2.1-30-58,28.24.12.110
ТО 42 20 30,,,Дрели,,,
ТО 42 20 30 01,,,,Дрели электрические,2.1-30-6,28.24.11.000
ТО 42 20 30 02,,,,"Дрели электрические, фирма ""Hilti""",2.1-30-77,28.24.11.000
ТО 42 20 40,,,Машины,,,
ТО 42 20 40 01,,,,Пневмоударные машины,2.1-30-80,28.24.12.110
ТО 42 20 40 02,,,,Машины для сверления отверстий в железобетоне электрические,2.1-30-3,28.24.11.000
ТО 42 20 40 03,,,,Машины сверлильные ручные электрические,2.1-30-5,28.24.11.000
ТО 42 20 40 04,,,,Машины сверлильные пневматические,2.1-30-12,28.24.12.110
ТО 42 20 40 05,,,,Машины шлифовальные электрические,2.1-30-19,28.24.11.000
ТО 42 20 40 06,,,,Машины шлифовальные пневматические,2.1-30-20,28.24.12.110
ТО 42 20 40 07,,,,Машины для шлифовки камня электрические,2.1-30-21,28.24.11.000
ТО 42 20 40 08,,,,Машины для шлифовки паркета дисковые,2.1-30-24,28.24.11.000
ТО 42 20 40 09,,,,Машины для шлифовки паркета ленточные,2.1-30-25,28.24.11.000
ТО 42 20 40 10,,,,Машины для очистки и грунтовки труб,2.1-30-44,28.99.39.190
ТО 42 20 40 11,,,,Машины для завинчивания анкеров (без крана-трубоукладчика),2.1-30-49,28.92.30.190
ТО 42 20 40 12,,,,Машины испытательные универсальные,2.1-30-73,28.99.39.190
ТО 42 20 40 13,,,,"Машины отрезные, фирма ""Hilti""",2.1-30-79,28.24.11.000
ТО 42 20 40 14,,,,Механизмы монтажные для гибки листового металла,2.1-30-71,28.41.31.110
ТО 42 20 50,,,Молотки,,,
ТО 42 20 50 01,,,,Молотки бурильные пневматические легкие,2.1-30-7,28.24.12.110
ТО 42 20 50 02,,,,Молотки бурильные пневматические средние,2.1-30-8,28.24.12.110
ТО 42 20 50 03,,,,Молотки бурильные пневматические тяжелые,2.1-30-76,28.24.12.110
ТО 42 20 50 04,,,,Молотки ручные электрические,2.1-30-9,28.24.11.000
ТО 42 20 50 05,,,,Молотки клепальные пневматические,2.1-30-15,28.24.12.110
ТО 42 20 50 06,,,,Молотки чеканочные пневматические,2.1-30-16,28.24.12.110
ТО 42 20 50 07,,,,Молотки отбойные,2.1-30-54,28.24.12.110
ТО 42 20 60,,,Ножницы,,,
ТО 42 20 60 01,,,,Ножницы электрические,2.1-30-31,28.24.11.000
ТО 42 20 60 02,,,,Ножницы листовые кривошипные (гильотинные),2.1-30-63,28.41.24.130
ТО 42 20 60 03,,,,Пресс-ножницы комбинированные,2.1-30-64,28.41.33.190
ТО 42 20 70,,,Перфораторы,,,
ТО 42 20 70 01,,,,Перфораторы колонковые для бурения шпуров и скважин переносные,2.1-30-11,28.24.11.000
ТО 42 20 70 02,,,,Перфораторы пневматические,2.1-30-17,28.24.11.000
ТО 42 20 70 03,,,,Перфораторы,2.1-30-10,28.24.11.000
ТО 42 20 70 04,,,,"Перфораторы, фирма ""Hilti""",2.1-30-78,28.24.11.000
ТО 42 20 70 05,,,,Поддержки для переносных перфораторов пневматических,2.1-30-13,28.24.21.000
ТО 42 20 80,,,Пилы,,,
ТО 42 20 80 01,,,,Пилы ручные электрические,2.1-30-26,25.73.20.110
ТО 42 20 80 02,,,,Пилы дисковые электрические для резки пиломатериалов,2.1-30-27,25.73.40.170
ТО 42 20 80 03,,,,"Пилы маятниковые, диаметр диска 400 мм",2.1-30-28,28.41.24.120
ТО 42 20 80 04,,,,Пилы маятниковые для резки металлопроката,2.1-30-29,28.41.24.120
ТО 42 20 80 05,,,,"Пилы бензиновые, фирма ""Husqvarna""",2.1-30-84,25.73.20.110
ТО 42 20 80 06,,,,"Пилы бензиновые ""Штиль"", Германия",2.1-30-86,25.73.20.110
ТО 42 20 80 07,,,,"Пнедробилки, фирма ""Husqvarna""",2.1-30-83,28.92.40.129
ТО 42 20 85,,,Прессы,,,
ТО 42 20 85 01,,,,Прессы гидравлические с электроприводом,2.1-30-67,28.41.33.130
ТО 42 20 85 02,,,,"Прессы кривошипные простого действия, мощность до 25 Кн (2,5 тс)",2.1-30-68,28.41.33.190
ТО 42 20 85 03,,,,"Прессы кривошипные листогибочный, мощность до 1000 Кн (100 тс)",2.1-30-69,28.41.31.110
ТО 42 20 85 04,,,,Фильтр-прессы,2.1-30-70,28.29.12.136
ТО 42 20 90,,,Прочий инструмент,,,
ТО 42 20 90 01,,,,"Горелки для резки металла воздушной плазморезкой, фирма ""Sol Welding""",2.1-30-85,27.90.31.110
ТО 42 20 90 02,,,,Ключи электрические,2.1-30-59,28.24.11.000
ТО 42 20 90 03,,,,Лобзики электрические,2.1-30-33,28.24.11.000
ТО 42 20 90 04,,,,Пистолеты монтажные,2.1-30-14,28.24.12.190
ТО 42 20 90 05,,,,Приспособления для снятия фасок,2.1-30-23,28.41.23.120
ТО 42 20 90 06,,,,Резаки,2.1-30-32,28.41.24.130
ТО 42 20 90 07,,,,Рубанки ручные электрические,2.1-30-30,28.24.11.000
ТО 42 20 90 08,,,,Сболчиватели пневматические,2.1-30-57,28.24.12.110
ТО 42 20 90 09,,,,Трамбовки пневматические,2.1-30-1,28.92.30.130
ТО 42 20 90 10,,,,"Установки для сверления отверстий в железобетоне, диаметр до 160 мм",2.1-30-34,28.24.11.000
ТО 42 20 90 11,,,,Шинотрубогибы,2.1-30-51,28.41.31.110
ТО 42 20 90 12,,,,Шуруповерты,2.1-30-56,28.24.11.000
ТО 42 30,,Станки,,,,
ТО 42 30 10,,,"Станки для обработки камня, керамики, бетона",,,
ТО 42 30 10 01,,,,Станки для сверления отверстий в железобетоне электрические,2.1-30-4,28.49.11.110
ТО 42 30 10 02,,,,Станки камнерезные универсальные,2.1-30-45,28.49.11.110
ТО 42 30 10 03,,,,Станки для резки плит,2.1-30-75,28.49.11.110
ТО 42 30 10 04,,,,Станки для резки керамики,2.1-30-35,28.49.11.110
ТО 42 30 10 05,,,,"Станки для резки огнеупоров, диаметр диска до 500 мм",2.1-30-38,28.49.11.110
ТО 42 30 10 06,,,,Станки точильные двусторонние,2.1-30-22,28.41.23.120
ТО 42 30 10 07,,,,Станки токарно-винторезные,2.1-30-36,28.41.21.110
ТО 42 30 10 08,,,,Станки сверлильные,2.1-30-37,28.41.22.110
ТО 42 30 10 09,,,,Станки трубонарезные,2.1-30-40,28.41.24.130
ТО 42 30 10 10,,,,Станки трубогибочные для труб диаметром 200-500 мм,2.1-30-41,28.41.31.110
ТО 42 30 10 11,,,,Станки трубогибочные для труб диаметром до 1000 мм,2.1-30-42,28.41.31.110
ТО 42 30 10 12,,,,Станки трубоотрезные,2.1-30-43,28.41.24.130
ТО 42 30 10 13,,,,Станки фрезерные,2.1-30-52,28.41.22.130
ТО 42 30 10 14,,,,Станки с электромеханическим приводом для размотки рулонного материала,2.1-30-53,28.99.39.190
ТО 42 30 20,,,Для алмазного сверления,,,
ТО 42 30 20 01,,,,"Станки для алмазного сверления, фирма ""Hilti"", максимальный диаметр сверления до 80 мм",2.1-30-81,28.49.11.110
ТО 42 30 20 02,,,,"Станки для алмазного сверления, фирма ""Hilti"", максимальный диаметр сверления до 250 мм",2.1-30-82,28.49.11.110
