c_1,c_2,c_3,c_4,c_5,lev_1,lev_2,lev_3,lev_4,lev_5,code,def,source,type,list,ifc,par_1,par_2,sect,sect_parts
,,,,0019,,,,,Кажущаяся плотность,MPM_0019,"Масса, разделенная на объем образца материала, включающая как проницаемые, так и непроницаемые пустоты, обычно существующие в материале",ГОСТ 32794-2014,Числовой,,,,,<CMa>,
,,,,0020,,,,,Капиллярное увлажнение,MPM_0020,"Свойство капиллярно-пористого материала выпитывать (поглощать) воду (жидкость) при непосредственном соприкосновении (контакте) с ней за счет сил поверхностного натяжения, возникающих на границе раздела твердой и жидкой фаз","Косых А.В., Лохова Н.А., Макарова И.А. Искусственные и природные строительные материалы и изделия. Учебное пособие. – Братск: БрГУ, 2006. – 188 с.",Текстовый,,,,,<CMa>,
,,,,0021,,,,,Кинематическая вязкость,MPM_0021,Отношение динамической вязкости к плотности вещества,ГОСТ 32794-2014,Числовой,,,,,<CMa>,
,,,,0022,,,,,Класс прочности бетона на осевое растяжение ,MPM_0022,,"СП 15.13330.2012
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39 ",Из списка,"Bt0,8-Bt4,8",,ПР 40 20 13,,<CMa>,"GC__
GD__"
,,,,0023,,,,,Класс прочности бетона на растяжение при изгибе ,MPM_0023,,"СП 15.13330.2012
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39 ",Из списка,"Btb1,2-Btb10,0",,ПР 40 20 13,,<CMa>,"GC__
GD__"
,,,,0024,,,,,Класс прочности бетона на сжатие ,MPM_0024,,"СП 15.13330.2012
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39 ",Из списка,"В3,5-В120",,"ПР 40 20 13
ПР 50 25 10",,<CMa>,"GC__
GD__"
,,,,0026,,,,,Комплексная вязкость,MPM_0026,Отношение комплексного напряжения к комплексной деформации при вынужденных колебаниях материала,ГОСТ 32794-2014,Числовой,,,,,<CMa>,
,,,,0027,,,,,Коэффициент асимметрии цикла (коэффициент напряжения),MPM_0027,Отношение минимального напряжения в цикле к максимальному,ГОСТ 32794-2014,Числовой,,,,,<CMa>,
,,,,0028,,,,,Коэффициент вариации,MPM_0028,"Относительный показатель однородности прочности и плотности строительного раствора, выраженный в процентах от среднего значения прочности",ГОСТ 4.233-86,Числовой,,,,,<CMa>,
,,,,0029,,,,,Коэффициент вторичной консолидации,MPM_0029,"Показатель, характеризующий скорость деформации грунта при постоянно давлении за счет ползучести грунта",ГОСТ 30416-2012,Числовой,,,,,<CMa>,
,,,,0030,,,,,Коэффициент вязкости ,MPM_0030,"Показатель деформируемости, характеризующий скорость пластично-вязкого течения сильнольдистого мерзлого грунта, зависящий от времени действия нагрузки и значения отрицательной температуры грунта",ГОСТ 30416-2012,Числовой,,,,,<CMa>,
,,,,0031,,,,,Коэффициент нелинейной деформации ,MPM_0031,"Показатель, характеризующий зависимость деформаций ползучести мерзлого грунта от напряжений и времени",ГОСТ 30416-2012,Числовой,,,,,<CMa>,
,,,,0032,,,,,Коэффициент поперечного расширения ,MPM_0032,"Показатель деформируемости, характеризующий отношение поперечных и продольных деформаций грунта",ГОСТ 30416-2012,Числовой,,,,,<CMa>,
,,,,0033,,,,,Коэффициент поперечной деформации грунта,MPM_0033,Отношение относительной поперечной деформации горной породы к ее относительной продольной деформации при данном уровне напряжений,ГОСТ Р 50544-93,Числовой,,,,,<CMa>,AH__
,,,,0034,,,,,Коэффициент размягчаемости грунта в воде,MPM_0034,Отношение пределов прочности грунта на одноосное сжатие в водонасыщенном и воздушно-сухом состоянии,СТО НОСТРОЙ 2.25.26-2011,Числовой,,,,,<CMa>,AH__
,,,,0035,,,,,Коэффициент сжимаемости ,MPM_0035,"Отношение относительной вертикальной деформации (изменения коэффициента пористости) к давлению, вызвавшему эту деформацию",ГОСТ 30416-2012,Числовой,,,,,<CMa>,
,,,,0036,,,,,Линейная плотность стеклоткани,MPM_0036,Масса на единицу длины расшлихтованных высушенных в сушильной печи нитей или ровинга,ГОСТ 32794-2014,Числовой,,,,,<CMa>,
,,,,0037,,,,,Магнитные свойства горной породы,MPM_0037,"Свойства, характеризующие возникновение, распределение, изменение, поглощение и преобразование магнитного поля в горной породе",ГОСТ Р 50544-93,Текстовый,,,,,<CMa>,AA__
,,,,0038,,,,,Максимальная плотность (стандартная плотность) ,MPM_0038,"Наибольшая плотность сухого грунта, которая достигается при испытании грунта методом стандартного уплотнения",ГОСТ 30416-2012,Числовой,,,,,<CMa>,
,,,,0039,,,,,Марка бетона по водонепроницаемости,MPM_0039,"Показатель проницаемости бетона, характеризующийся максимальным давлением воды, при котором в условиях стандартных испытаний вода не проникает через бетонный образец","СП 63.13330.2018
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39  ",Числовой,,,ПР 50 25 12,,<CMa>,"GC__
GD__"
,,,,0040,,,,,Марка бетона по истираемости при испытании на круге истирания,MPM_0040,,СП 15.13330.2012,Числовой,,,,,<CMa>,"GC__
GD__"
,,,,0041,,,,,Марка бетона по морозостойкости,MPM_0041,"Минимальное число циклов замораживания и оттаивания образцов бетона, испытанных по стандартным базовым методам, при которых сохраняются их первоначальные физико-механические свойства в нормируемых пределах.","СП 63.13330.2018
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39  ",Числовой,,,ПР 50 25 13,,<CMa>,"GC__
GD__"
,,,,0042,,,,,Класс бетона,MPM_0042,"Одно из нормируемых значений унифицированного ряда данного показателя качества бетона, принимаемое по его среднему значению.",ГОСТ 25820-2014,,,,,,<CMa>,"GC__
GD__"
,,,,0043,,,,,Марка бетона по самонапряжению,MPM_0043,"Значение предварительного напряжения в бетоне, МПа, создаваемого в результате его расширения при коэффициенте продольного армирования µ=0,01. ",СП 63.13330.2018 ,Числовой,,,,,<CMa>,"GC__
GD__"
,,,,0044,,,,,Марка бетона по средней плотности,MPM_0044,"Значение плотности, кг/м3, бетонов, к которым предъявляются требования по теплоизоляции.","СП 63.13330.2018 
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39 ",Числовой,,,ПР 50 25 18,,<CMa>,"GC__
GD__"
,,,,0045,,,,,Марка камня,MPM_0045,"Класс (марка) материала, определяемая при обследовании по ограниченному количеству испытаний, либо по внешним признакам.",,Числовой,,,,,<CMa>,
,,,,0046,,,,,Марка кирпича,MPM_0046,,СП 15.13330.2012,Числовой,,,,,<CMa>,
,,,,0047,,,,,Марка раствора,MPM_0047,"Класс (марка) материала, определяемая при обследовании по ограниченному количеству испытаний, либо по внешним признакам",ТСН 13-311-01,Текстовый,,,,,<CMa>,
,,,,0048,,,,,Марка стали,MPM_0048,"Условный показатель, характеризующий сталь по механическим свойствам и химическому составу",Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39 ,Числовой,,,ПР 50 20 10,,<CMa>,
,,,,0049,,,,,Механическая вязкость,MPM_0049,"То свойство материала, посредством которого он может поглощать энергию, в основном, означающее отсутствие хрупкости и относительно высокое растяжение на разрыв",ГОСТ 32794-2014,Числовой,,,,,<CMa>,
,,,,0050,,,,,Минеральный состав скального грунта,MPM_0050,,ГОСТ 30416-2012,Из списка,"Известково-доломитовый грунт
Карбонато-терригенный грунт
Глинисто-карбонатный и глинистый грунт",,,,<CMa>,AH__
,,,,0051,,,,,Модуль деформации,MPM_0051,Коэффициент пропорциональности линейной связи между приращениями давления на образец и его деформацией,ГОСТ 30416-2012,Числовой,,,,,<CMa>,
,,,,0052,,,,,Модуль сдвига,MPM_0052,"Характеристика деформируемости, определяемая отношением интенсивности касательных напряжений к интенсивности деформаций сдвига",ГОСТ 30416-2012,Числовой,,,,,<CMa>,
,,,,0053,,,,,Модуль упругости,MPM_0053,"Характеристика сопротивления материала деформации при растяжении или сжатии, численно равная отношению напряжения, возникающего при растяжении или сжатии, к соответствующей ему упругой деформации",ГОСТ 23404-86,Числовой,,,,,<CMa>,
,,,,0054,,,,,Напряжение,MPM_0054,"Внутреннее усилие, действующее на некоторой площади",ГОСТ Р ИСО 6707-1-2020,Числовой,,,,,<CPr>,
,,,,0055,,,,,Начальное давление суффозионного сжатия ,MPM_0055,"Минимальное давление, при котором проявляется суффозионное сжатие грунта",ГОСТ 30416-2012,Числовой,,,,,<CMa>,
,,,,0056,,,,,Нормализованная влажность древесины,MPM_0056,"Равновесная влажность древесины, приобретаемая при температуре 20±2 °C и относительной влажности среды 65±5%.",ГОСТ 23431-79,Числовой,,,,,<CMa>,
,,,,0057,,,,,Оптимальная влажность,MPM_0057,"Значение влажности грунта, соответствующее максимальной плотности сухого грунта",ГОСТ 30416-2012,Числовой,,,,,<CMa>,
,,,,0058,,,,,Остаточная деформация,MPM_0058,"Деформация, остающаяся после полного устранения нагрузки",ГОСТ 32794-2014,Числовой,,,,,<CMa>,
,,,,0059,,,,,Относительная вертикальная деформация образца грунта ,MPM_0059,Отношение абсолютной вертикальной деформации к начальной высоте образца,ГОСТ 30416-2012,Числовой,,,,,<CMa>,AH__
,,,,0060,,,,,Относительная вязкость,MPM_0060,Отношение коэффициента динамической вязкости раствора к коэффициенту динамической вязкости чистого растворителя,ГОСТ 32794-2014,Числовой,,,,,<CMa>,
,,,,0061,,,,,Относительная просадочность грунта при заданном давлении,MPM_0061,,ГОСТ 30416-2012,Числовой,,,,,<CMa>,AH__
,,,,0062,,,,,Относительная просадочность грунта при различных давлениях и начальное просадочное давление,MPM_0062,,ГОСТ 30416-2012,Числовой,,,,,<CMa>,AH__
,,,,0063,,,,,Относительная средняя молекулярная масса,MPM_0063,Любое среднее значение молярной массы или относительной молекулярной массы (молекулярного веса) для полидисперсного полимера,ГОСТ 32794-2014,Числовой,,,,,<CMa>,
,,,,0064,,,,,"Относительная усадка грунта (по высоте, диаметру, объему)",MPM_0064,"Отношение увеличения высоты, диаметра и объема образца глинистого грунта при усадке к их начальному значению",СП 449.1326000.2019,Числовой,,,,,<CMa>,AH__
,,,,0065,,,,,Относительное набухание при различных давлениях и давление набухания,MPM_0065,,ГОСТ 30416-2012,Числовой,,,,,<CMa>,AH__
,,,,0066,,,,,Относительное сужение после разрыва,MPM_0066,"Отношение разности начальной и минимальной площадей поперечного сечения образца после разрыва к начальной площади поперечного сечения, выраженное в процентах",ГОСТ 12004-81,Числовой,,,,,<CMa>,
,,,,0067,,,,,Относительное суффозионное сжатие ,MPM_0067,Отношение абсолютного суффозионного сжатия к высоте образца грунта естественной влажности при природном давлении,ГОСТ 30416-2012,Числовой,,,,,<CMa>,
,,,,0068,,,,,Относительное удлинение,MPM_0068,"Удлинение, выраженное в процентах от начальной расчетной длины l0",СТО АСЧМ 2-93,Числовой,,,,,<CMa>,
,,,,0069,,,,,Передаточная прочность,MPM_0069,Нормируемая прочность бетона предварительно напряженных конструкций к моменту передачи на него предварительного напряжения арматуры (обжатия),СТО 70386662-306-2013,Числовой,,,,,<CMa>,
,,,,0070,,,,,Пластическая деформация,MPM_0070,Необратимое изменение формы материала под действием внешних и внутренних сил,"Рязанцев В. Д. Большая политехническая энциклопедия: более 7000 словарных статей. - М.: Мир и Образование, 2011",Числовой,,,,,<CMa>,
,,,,0071,,,,,Плотность грунта ,MPM_0071,Масса единицы объема грунта,ГОСТ 30416-2012,Числовой,,,,,<CMa>,AH__
,,,,0072,,,,,Плотность древесинного вещества,MPM_0072,"Отношение массы вещества, образующего клеточные стенки древесины, к его объему",ГОСТ 23431-79,Числовой,,,,,<CMa>,BA__
,,,,0073,,,,,Плотность материала увлажняемого слоя,MPM_0073,,СП 50.13330.2012,Числовой,,,,,<CMa>,
,,,,0074,,,,,Плотность сухого грунта ,MPM_0074,"Отношение массы грунта, за вычетом массы воды и льда в его порах, к его первоначальному объему",ГОСТ 30416-2012,Числовой,,,,,<CMa>,AH__
,,,,0075,,,,,Плотность частиц грунта ,MPM_0075,Масса единицы объема твердых (скелетных) частиц грунта,ГОСТ 30416-2012,Числовой,,,,,<CMa>,AH__
,,,,0076,,,,,Поверхностная прочность на растяжение,MPM_0076,Отношение максимальной растягивающей силы к площади контакта поверхности испытательной пластины и испытуемого образца,ГОСТ Р 58406.7-2020,Числовой,,,,,<CMa>,
,,,,0077,,,,,Ползучесть ,MPM_0077,Увеличение с течением времени деформации под действием постоянной нагрузки или механического напряжения,ГОСТ 32794-2014,Логический,,,,,<CMa>,
,,,,0078,,,,,Полупрозрачность,MPM_0078,"Свойство материала рассеивать большую часть падающего на него света, из-за чего трудно или невозможно различать объекты, находящиеся за материалом",ГОСТ 32794-2014,Логический,,,,,<CMa>,
,,,,0079,,,,,Предел пропорциональности,MPM_0079,"Величина, характеризующая сопротивление материала в упругой стадии работы без трещин",СТО НОСТРОЙ 2.27.125-2013,Числовой,,,,,<CMa>,
,,,,0080,,,,,Предел прочности древесины при скалывании вдоль волокон,MPM_0080,,,Числовой,,,,,<CMa>,BA__
,,,,0081,,,,,Предел прочности древесины при скалывании поперек волокон,MPM_0081,,,Числовой,,,,,<CMa>,BA__
,,,,0082,,,,,Предел прочности на одноосное сжатие ,MPM_0082,"Отношение вертикальной нагрузки на образец грунта, при которой происходит его разрушение, к площади поперечного сечения образца",ГОСТ 30416-2012,Числовой,,,,,<CMa>,
,,,,0083,,,,,Предел прочности на растяжение,MPM_0083,"Максимальное механическое напряжение, которое образец выдерживает при испытании на растяжение",ГОСТ 32794-2014,Числовой,,,,,<CMa>,
,,,,0084,,,,,Предел прочности на смятие,MPM_0084,Значение напряжения площади смятия при разрушении образца,ГОСТ Р 56790-2015 ,Числовой,,,,,<CMa>,
,,,,0085,,,,,Предел прочности при изгибе,MPM_0085,"Наибольшее механическое напряжение, предшествующее разрушению образца при испытании на изгиб",ГОСТ 32794-2014,Числовой,,,,,<CMa>,
,,,,0086,,,,,Предел прочности при сдвиге,MPM_0086,"Максимальное механическое напряжение, которое образец выдерживает при испытании на сдвиг",ГОСТ 32794-2014,Числовой,,,,,<CMa>,
,,,,0087,,,,,Предел прочности при сжатии,MPM_0087,"Максимальное механическое напряжение, которое образец выдерживает при испытании на сжатие",ГОСТ 32794-2014,Числовой,,,,,<CMa>,
,,,,0088,,,,,Предел прочности горной породы при одноосном растяжении,MPM_0088,"Предельное одноосное растягивающее напряжение, при котором происходит разрушение породы",ГОСТ Р 50544-93,Числовой,,,,,<CMa>,AA__
,,,,0089,,,,,Предел текучести,MPM_0089,"Зона в соотношении нагрузка/деформация, где при приращении усилия материал перестает деформироваться эластичным образом",ГОСТ Р ИСО 6707-1-2020,Числовой,,,,,<CMa>,
,,,,0090,,,,,Предел упругости,MPM_0090,"Максимальная величина механического напряжения, при которой деформация материала остается упругой, т.е. полностью исчезает после снятия нагрузки",ГОСТ 32794-2014,Числовой,,,,,<CMa>,
,,,,0091,,,,,Предельно допустимое приращение влажности в материале увлажняемого слоя,MPM_0091,,СП 50.13330.2012,Числовой,,,,,<CMa>,
,,,,0092,,,,,Приведенная вязкость,MPM_0092,Отношение инкремента относительной вязкости к концентрации массы полимера,ГОСТ 32794-2014,Числовой,,,,,<CMa>,
,,,,0093,,,,,Проектная прочность бетона,MPM_0093,"Нормируемая прочность бетона, установленная проектом, при достижении которой конструкция может нести регламентируемую проектом нагрузку.",СП 130.13330.2018,Числовой,,,,,<CMa>,"GC__
GD__"
,,,,0094,,,,,Проницаемость,MPM_0094,Свойство материала пропускать через себя газы и жидкости посредством процессов диффузии и сорбции,ГОСТ 32794-2014,Числовой,,,,,<CMa>,
,,,,0095,,,,,Прочность бетона на сжатие,MPM_0095,"Среднее значение прочности бетона в партии, определенное по результатам испытаний контрольных образцов или неразрушающими методами непосредственно в конструкции.",ГОСТ 32209-2013,Числовой,,,,,<CMa>,"GC__
GD__"
,,,,0096,,,,,Прочность древесины при выдергивании,MPM_0096,Максимальное значение сопротивления древесины выдергиванию винта,ГОСТ Р 58959-2020,Числовой,,,,,<CMa>,BA__
,,,,0097,,,,,Прочность на излом,MPM_0097,"Растягивающее напряжение, при котором испытательный образец разрывается, распадаясь на два или несколько кусков, или при котором прикладываемое усилие существенно уменьшается. Как правило, уменьшение усилия на 10% считается существенным",ГОСТ Р 57857-2017,Числовой,,,,,<CMa>,
,,,,0098,,,,,Прочность на одноосное растяжение ,MPM_0098,,СП 39.13330.2012,Числовой,,,,,<CMa>,
,,,,0100,,,,,Класс арматуры по прочности на растяжение,MPM_0100,"Основной показатель качества арматуры, устанавливаемый при проектировании, который соответствует гарантированному значению предела текучести, физического или условного (равного значению напряжений, соответствующих остаточному относительному удлинению 0,1% или 0,2%), с обеспеченностью не менее 0,95, определяемому по соответствующим стандартам","СП 63.13330.2018
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39  ",Из списка,"A240
A400
A500
A600
A800
A1000
B500
Bp500
Bp1200
Bp1300
Bp1400
Bp1500
Bp1600
K1400
K1450
K1500
K1550
K1650
K1750
K1850
K1850
K1900",,"ПР 40 21 16
ПР 40 21 18",,<CPr>,"AJAA__
AJAD__
AJAE__"
,,,,0101,,,,,Прочность на растяжение,MPM_0101,"Наибольшая нагрузка, при которой происходит разрушение образца материала при растяжении",СП 384.1325800.2018,Числовой,,,,,<CMa>,
,,,,0102,,,,,Прочность на растяжение при изгибе,MPM_0102,,,Числовой,,,,,<CMa>,
,,,,0103,,,,,Прочность на растяжение при раскалывании,MPM_0103,,,Числовой,,,,,<CMa>,
,,,,0104,,,,,Прочность на смятие,MPM_0104,,,Числовой,,,,,<CMa>,
,,,,0105,,,,,Прочность при ударе,MPM_0105,"Способность покрытия противостоять разрушению под действием механической нагрузки, характеризующаяся минимальной высотой свободного падения и минимальной массой груза при определенном размере бойка, при котором произошло растрескивание и/или отслаивание покрытия от окрашиваемой поверхности",СТО СОПКОР 3.4-2012,Числовой,,,,,<CMa>,
,,,,0106,,,,,Прочность при изгибе,MPM_0106,"Максимальное напряжение, возникающее в образце под действием максимальной силы, зарегистрированной при изгибе",ГОСТ EN 12089-2011,Числовой,,,,,<CMa>,
,,,,0107,,,,,Прочность при продавливании,MPM_0107,"Характеристика, обуславливающая способность геосинтетического материала противостоять нагрузкам, возникающим при его эксплуатации в слоях дорожной одежды из минеральных материалов",ГОСТ Р 56335-2015,Числовой,,,,,<CMa>,
,,,,0108,,,,,Прочность при разрыве,MPM_0108,"Максимальное напряжение при растяжении образца, зафиксированное в момент разрыва",ГОСТ IEC 60811-501-2015,Числовой,,,,,<CMa>,
,,,,0109,,,,,Прочность при расслаивании,MPM_0109,"Среднее усилие на единицу ширины линии клеевого соединения, Н/мм, необходимое для обеспечения распространяющегося разделения растягивающим или расклинивающим действием двух материалов с толщиной, исключающей значительный изгиб",ГОСТ Р 57746-2017,Числовой,,,,,<CMa>,
,,,,0110,,,,,Прочность при срезе,MPM_0110,"Касательное напряжение, вычисленное как отношение наибольшей силы, срезающей образец, к площади поперечного сечения среза",ГОСТ Р 57968-2017,Числовой,,,,,<CMa>,
,,,,0111,,,,,Прочность связи клеевого соединения при отрыве,MPM_0111,"Максимальная величина напряжений, предшествующая разрушению клеевого соединения, при испытании на отрыв",ГОСТ 4.223-83,Числовой,,,,,<CMa>,
,,,,0112,,,,,Равновесная влажность древесины,MPM_0112,"Влажность древесины, соответствующая определенному сочетанию температуры и влажности окружающей воздушной среды.",ГОСТ 23431-79,Числовой,,,,,<CMa>,BA__
,,,,0113,,,,,Равномерность изменения объема цемента,MPM_0113,"Свойство цемента в процессе твердения образовывать цементный камень, деформация которого не превышает значений, установленных нормативным документом",ГОСТ 30515-2013,Числовой,,,,,<CMa>,AGCB
,,,,0114,,,,,Растяжимость,MPM_0114,Способность материала удлиняться под действием растягивающей нагрузки,ГОСТ 32794-2014,Числовой,,,,,<CMa>,
,,,,0115,,,,,Расчетная паропроницаемость,MPM_0115,"Паропроницаемость строительного материала в конкретных условиях эксплуатации в составе конструкции здания, которые могут рассматриваться в качестве типовых условий эксплуатации",ГОСТ Р 54855-2011,Числовой,,,,,<CMa>,
,,,,0116,,,,,Самонапряжение,MPM_0116,"Сжимающие напряжения, возникающие в условиях cтесненных деформаций при твердении строительного раствора на основе напрягающего цемента",ГОСТ 4.233-86,Числовой,,,,,<CMa>,
,,,,0117,,,,,Средняя молекулярная масса,MPM_0117,Любое среднее значение относительной молекулярной массы или молярной массы для полидисперсного полимера,ГОСТ 32794-2014,Числовой,,,,,<CMa>,
,,,,0118,,,,,Средняя плотность ,MPM_0118,"Отношение массы материала ко всему занимаемому им объему, включая имеющиеся в нем пустоты и поры","ГОСТ 33057-2014
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39  ",Числовой,,,ПР 50 25 14,,<CMa>,
,,,,0119,,,,,Средняя равновесная влажность древесины ,MPM_0119,"Среднее значение между равновесными влажностями древесины при сорбции и десорбции, соответствующее одному и тому же сочетанию температуры и влажности окружающего воздуха.",ГОСТ 23431-79,Числовой,,,,,<CMa>,BA__
,,,,0120,,,,,Структурная прочность грунта,MPM_0120,"Вертикальное напряжение в образце грунта, соответствующее началу перехода от упругих к пластическим деформациям сжатия",ГОСТ 30416-2012,Числовой,,,,,<CMa>,AH__
,,,,0121,,,,,Трещиностойкость,MPM_0121,"Способность материала конструкции сопротивляться образованию или развитию до заданных пределов в нем трещин под действием нагрузок, технологических и климатических воздействий;",СП 35.13330.2011,Числовой,,,,,<CMa>,
,,,,0122,,,,,Угол внутреннего трения грунта,MPM_0122,"Параметр прямой зависимости сопротивления грунта срезу от вертикального давления, определяемый как угол наклона этой прямой к оси абсцисс",ГОСТ 30416-2012,Числовой,,,,,<CMa>,
,,,,0123,,,,,Угол механических потерь,MPM_0123,Разность фаз между механическим напряжением и деформацией,ГОСТ 32794-2014,Числовой,,,,,<CMa>,
,,,,0124,,,,,Удельное сцепление грунта,MPM_0124,"Параметр прямой зависимости сопротивления грунта срезу от вертикального давления, определяемый как отрезок, отсекаемый этой прямой на оси ординат",ГОСТ 30416-2012,Числовой,,,,,<CMa>,AH__
,,,,0125,,,,,Усадка,MPM_0125,"Уменьшение линейных размеров и объема затвердевшего строительного раствора вследствие потери им влаги, уплотнения, затвердевания и др. процессов",ГОСТ 4.233-86,Числовой,,,,,<CMa>,
,,,,0126,,,,,Условная вязкость,MPM_0126,Время истечения из капиллярного вискозиметра определенного количества жидкости или отношение времени истечения испытуемой жидкости ко времени истечения ньютоновской жидкости (обычно воды). Условная вязкость может быть переведена в кинематическую вязкость с использованием таблиц или уравнений,ГОСТ 32794-2014,Числовой,,,,,<CMa>,
,,,,0127,,,,,Условная плотность,MPM_0127,Масса единицы объема материала в естественном состоянии (с пустотами и порами),"Юхневский П. И., Широкий Г. Т. Строительные материалы и изделияУч. пособие Изд. УП «Технопринт»",Числовой,,,,,<CMa>,
,,,,0128,,,,,Эквивалентное сцепление ,MPM_0128,"Комплексная характеристика прочности мерзлого грунта, учитывающая как собственно сцепление, так и наличие внутреннего трения",ГОСТ 30416-2012,Текстовый,,,,,<CMa>,
,,,,0129,,,,,Эластичность,MPM_0129,"Свойство материала восстанавливать исходный размер и форму после деформации, вызванной приложением нагрузки",ГОСТ 32845-2014,Текстовый,,,,,<CMa>,
,,C,,,,,Физико-химические,,,MPC_,,,,,,,,,
,,,,0001,,,,,Перманганатная окисляемость,MPC_0001,Химическое потребление кислорода при обработке пробы воды перманганатным ионом при определенных условиях,ГОСТ 30813-2002,Числовой,,,,,<CMa>,
,,,,0002,,,,,Водородный показатель,MPC_0002,Количественная характеристика кислотности водных растворов,СП 9.13130.2009,Числовой,,,,,<CMa>,
,,,,0003,,,,,Динамическая обменная емкость,MPC_0003,"Количество ионов, сорбированных единицей объёма набухшего ионита из рабочего раствора при непрерывном фильтровании раствора через слой ионита",СТО 70238424.27.100.031-2009,Числовой,,,,,<CMa>,
,,,,0004,,,,,Кислотостойкость,MPC_0004,Способность материалов противостоять разрушения действию кислот,Энциклопедический словарь по металлургии. — М.: Интермет Инжиниринг. Главный редактор Н.П. Лякишев. 2000,Логический,,,,,<CMa>,
,,,,0005,,,,,Окисляемость,MPC_0005,"Количество кислорода (в мг), идущего на окисление органических и неорганических веществ, содержащихся в 1 л воды, при взаимодействии с сильными окислителями","Экологический энциклопедический словарь. — Кишинев: Главная редакция Молдавской советской энциклопедии. И.И. Дедю. 1989
РВСН 20-01-2006 Санкт-Петербург (ТСН-20-303-2006 Санкт-Петербург) ",Логический,,,,,<CMa>,
,,,,0006,,,,,Сульфатостойкость цемента,MPC_0006,"Способность цементного камня противостоять разрушающему воздействию водных сред, содержащих сульфат-ионы в повышенной концентрации",ГОСТ 30515-2013,Логический,,,,,<CMa>,AGCB
,,,,0007,,,,,Химическая стойкость,MPC_0007,Свойство материала сопротивляться действиям агрессивной среды,"Косых А.В., Лохова Н.А., Макарова И.А. Искусственные и природные строительные материалы и изделия. Учебное пособие. – Братск: БрГУ, 2006. – 188 с.",Логический,,,,,<CMa>,
,,,,0008,,,,,Щелочестойкость керамической плитки,MPC_0008,Способность плитки противостоять воздействию заданной щелочи определенной концентрации при определенных условиях без последующего появления дефектов на глазурованной поверхности и (или) разрушения черепка,СТ СЭВ 3979-83,Логический,,,,,<CMa>,
,,,,0009,,,,,Щелочестойкость стекла,MPC_0009,Способность стекла сопротивляться разрушению при взаимодействии с растворами щелочей,ГОСТ 33004-2014,Логический,,,,,<CMa>,
,,,,0010,,,,,Степень полимеризации,MPC_0010,"Среднее количество элементарных структурных звеньев на молекулу полимера, если молекулы состоят из повторяющихся одинаковых звеньев",ГОСТ 32794-2014,Текстовый,,,,,<CMa>,
,,,,0011,,,,,Средняя степень полимеризации,MPC_0011,Среднее значение степени полимеризации для полимера. Для гомополимера средняя степень полимеризации рассчитывается как отношение средней молекулярной массы полимера к молекулярной массе мономерного звена,ГОСТ 32794-2014,Числовой,,,,,<CMa>,
,,E,,,,,Электротехнические,,,MPE_,,,,,,,,,
,,,,0001,,,,,Диэлектрическая проницаемость,MPE_0001,"Отношение емкости конденсатора, в котором пространство между и вокруг электродов заполнено полностью и исключительно изолирующим материалом, к емкости такой же конфигурации электродов в вакууме",ГОСТ 32794-2014,Числовой,,,,,<CMa>,
,,,,0002,,,,,Индекс диэлектрических потерь,MPE_0002,"В случае диэлектрического материала, он равен произведению его коэффициента диэлектрических потерь и относительной диэлектрической проницаемости",ГОСТ 32794-2014,Числовой,,,,,<CMa>,
,,,,0003,,,,,Коэффициент диэлектрических потерь,MPE_0003,Произведение диэлектрической постоянной и тангенса угла диэлектрических потерь,ГОСТ 32794-2014,Числовой,,,,,<CMa>,
,,,,0004,,,,,Угол диэлектрических потерь,MPE_0004,"Угол, дополняющий до 90° угол сдвига фаз между током и напряжением в емкостной цепи с диэлектриком, целиком состоящим из исследуемого материала",ГОСТ 32794-2014,Числовой,,,,,<CMa>,
,,,,0005,,,,,Электропроводность,MPE_0005,Свойство вещества проводить под действием не изменяющегося во времени электрического поля не изменяющийся во времени электрический ток,ГОСТ Р 52002-2003,Числовой,,,,,<CMa>,
,,,,0006,,,,,Электросопротивление,MPE_0006,"Отношение напряжения к току, протекающему по поверхности образца материала между двумя приложенными электродами, расположенными на одной стороне",СО-006-02495342-2009,Числовой,,,,,<CMa>,
,,L,,,,,"Оптические, световые",,,MPL_,,,,,,,,,
,,,,0001,,,,,Блеск,MPL_0001,"Свойство поверхности или покрытия, характеризуемое способностью отражать свет",ГОСТ 32794-2014,Логический,,,,,<CMa>,
,,,,0002,,,,,Интегральный коэффициент отражения света ,MPL_0002,Отношение отраженного светового потока к падающему световому потоку,ГОСТ Р 56709-2015,Числовой,,,,,<CMa>,
,,,,0003,,,,,Коэффициент поглощения тепла солнечной радиации,MPL_0003,"Отношение теплового потока, поглощенного поверхностью материала, к падающему на нее потоку солнечной радиации",ТСН 23-304-99 г.Москвы (МГСН 2.01-99),Числовой,,,,,<CMa>,
