Класс,Подкласс 1,Подкласс 2,Подкласс 3,Подкласс 4,Тип (%%),Наименование,Определение,Источник,Критерии определения подклассов,Примеры,Примечания,Код по классификатору МССК,Синонимы
,,,CDBD,,,Регламент проверок и испытаний систем и оборудования на этапе эксплуатации,"Документ, устанавливающий обязательные для применения и исполнения требования к ОКС при проверках и испытаниях систем и оборудования на этапе эксплуатации","СП 343.1325800.2017
СП 255.1325800.2016",,,Сформулировано на основании результата анализа источников,,
,,,CDBE,,,Технологический регламент эксплуатации,"Документ, устанавливающий обязательные для применения и исполнения требования к ОКС для осуществления эксплуатации","СП 343.1325800.2017
СП 255.1325800.2016",,,Сформулировано на основании результата анализа источников,,
,,CDC,,,,План на этапе эксплуатации,"Документ, определяющий конкретные действия по производству работ на этапе эксплуатации и позволяющий создать рабочий график деятельности по эксплуатации ОКС","СП 343.1325800.2017
СП 255.1325800.2016",По предметным группам деятельности в строительстве,,Сформулировано на основании результата анализа источников,,
,,,CDCA,,,План мероприятий по защите персонала в случае аварии на этапе эксплуатации,"Документ, определяющий конкретные действия по защите персонала в случае аварии на этапе эксплуатации","СП 343.1325800.2017
СП 255.1325800.2016",,,Сформулировано на основании результата анализа источников,,
,,,CDCB,,,"План эксплуатации, технического обслуживания и ремонта элементов ОКС","Документ, определяющий конкретные действия по эксплуатации, техническому обслуживанию и ремонту элементов ОКС и позволяющий создать рабочий график деятельности по эксплуатации, техническому обслуживанию и ремонту элементов ОКС","СП 343.1325800.2017
СП 255.1325800.2016",,,Сформулировано на основании результата анализа источников,,
,,CDD,,,,Руководство по эксплуатации,"Документ, устанавливающий способы и порядок действий, обеспечивающих выполнение работ на этапе эксплуатации, а также порядок и способы контроля результатов этих работ","Градостроительный кодекс Российской Федерации от 29.12.2004 N 190-ФЗ 
СП 343.1325800.2017
СП 255.1325800.2016",По предметным группам деятельности в строительстве,,Сформулировано на основании результата анализа источников,,
,,,CDDA,,,Руководство по управлению авариями на этапе эксплуатации,"Документ, устанавливающий способы и порядок действий, обеспечивающих выполнение работ по управлению авариями на этапе эксплуатации, а также порядок и способы контроля результатов этих работ","СП 343.1325800.2017
СП 255.1325800.2016",,,Сформулировано на основании результата анализа источников,,
,,,CDDB,,,Руководство по эксплуатации оборудования,"Документ, устанавливающий способы и порядок действий, обеспечивающих выполнение работ по эксплуатации оборудования, а также порядок и способы контроля результатов этих работ","СП 343.1325800.2017
СП 255.1325800.2016",,,Сформулировано на основании результата анализа источников,,
,,CDE,,,,Инструкция по эксплуатации,"Документ, в котором излагаются сведения, необходимые для правильного исполнения деятельности на этапе эксплуатации","Градостроительный кодекс Российской Федерации от 29.12.2004 N 190-ФЗ 
СП 343.1325800.2017
СП 255.1325800.2016",По предметным группам деятельности в строительстве,,Сформулировано на основании результата анализа источников,,
,,,CDEA,,,Общестанционная инструкция по эксплуатации,"Документ, в котором излагаются общие станционные сведения, необходимые для правильной эксплуатации станции",СП 343.1325800.2017,,,Сформулировано на основании результата анализа источников,,
,,,CDEB,,,Инструкция по ликвидации аварий на этапе эксплуатации,"Документ, в котором излагаются сведения, необходимые для правильного исполнения деятельности по ликвидации аварий на этапе эксплуатации","СП 343.1325800.2017
СП 255.1325800.2016",,,Сформулировано на основании результата анализа источников,,
,,,CDEC,,,Инструкция по эксплуатации системы,"Документ, в котором излагаются сведения, необходимые для правильного исполнения деятельности по эксплуатации системы","СП 343.1325800.2017
СП 255.1325800.2016",,,Сформулировано на основании результата анализа источников,,
,,,CDED,,,Инструкция по эксплуатации оборудования,"Документ, в котором излагаются сведения, необходимые для правильного исполнения деятельности по эксплуатации оборудования","СП 343.1325800.2017
СП 255.1325800.2016",,,Сформулировано на основании результата анализа источников,,
,,,CDEE,,,Инструкция по техническому освидетельствованию оборудования на этапе эксплуатации,"Документ, в котором излагаются сведения, необходимые для правильного исполнения деятельности по техническому освидетельствованию оборудования на этапе эксплуатации","СП 343.1325800.2017
СП 255.1325800.2016",,,Сформулировано на основании результата анализа источников,,
,,,CDEF,,,Инструкция по действиям персонала при нарушении эксплуатационных пределов и условий нормальной эксплуатации,"Документ, в котором излагаются сведения, необходимые для правильного исполнения деятельности персонала при нарушении эксплуатационных пределов и условий нормальной эксплуатации",СП 343.1325800.2017,,,Сформулировано на основании результата анализа источников,,
,,CDF,,,,Оперативная документация на этапе эксплуатации,"Документы, в которых дежурный персонал должен производить записи во время дежурства при реализации деятельности на этапе эксплуатации","СП 343.1325800.2017
СП 255.1325800.2016
РД 153-34.1-35.521-00",По предметным группам деятельности в строительстве,,Сформулировано на основании результата анализа источников,,
,,,CDFA,,,Оперативный журнал на этапе эксплуатации,"Документ по учёту выполнения работ при эксплуатации ОКС, отражающий последовательность осуществления работ","СП 343.1325800.2017
СП 255.1325800.2016
РД 153-34.1-35.521-00",,,Сформулировано на основании результата анализа источников,,
,,,CDFB,,,Журнал учета работы по нарядам и распоряжениям на этапе эксплуатации,"Документ по учёту выполнения работ по нарядам и распоряжениям на этапе эксплуатации, отражающий последовательность осуществления работ","СП 343.1325800.2017
СП 255.1325800.2016
РД 153-34.1-35.521-00",,,Сформулировано на основании результата анализа источников,,
,,,CDFC,,,Журнал административных распоряжений на этапе эксплуатации,"Документ по учёту выполнения административных распоряжений на этапе эксплуатации, отражающий последовательность осуществления работ","СП 343.1325800.2017
СП 255.1325800.2016
РД 153-34.1-35.521-00",,,Сформулировано на основании результата анализа источников,,
,,,CDFD,,,Журнал дефектов и неполадок оборудования на этапе эксплуатации,"Документ по учёту выявления дефектов и неполадок оборудования на этапе эксплуатации, отражающий последовательность из выявления","СП 343.1325800.2017
СП 255.1325800.2016
РД 153-34.1-35.521-00",,,Сформулировано на основании результата анализа источников,,
,,,CDFE,,,Технический журнал по эксплуатации,"Первичный документ, отражающий периодичность и результаты проведенных мероприятий по технической эксплуатации поднадзорного объекта в соответствии с требованиями утвержденного положения по технической эксплуатации поднадзорного объекта","СП 343.1325800.2017
СП 255.1325800.2016
РД 153-34.1-35.521-00",,,Сформулировано на основании результата анализа источников,,
,,CDG,,,,Техническая документация на этапе эксплуатации,"Техническая документация, фиксирующая и описывающая выполненные работы на этапе эксплуатации","СП 343.1325800.2017
СП 255.1325800.2016
РД 153-34.1-35.521-00",По предметным группам деятельности в строительстве,,Сформулировано на основании результата анализа источников,,
,,,CDGA,,,Акт о выполненных работах на этапе эксплуатации,"Документ, фиксирующий и описывающий выполненные работы на этапе эксплуатации","СП 343.1325800.2017
СП 255.1325800.2016
РД 153-34.1-35.521-00",,,Сформулировано на основании результата анализа источников,,
,,,,,CDGA010,Акт радиационного обследования демонтированного оборудования на этапе эксплуатации,"Документ, фиксирующий и описывающий проведение радиационного обследования демонтированного оборудования на этапе эксплуатации","СП 343.1325800.2017
СП 255.1325800.2016
РД 153-34.1-35.521-00",,,Сформулировано на основании результата анализа источников,,
,,,,,CDGA020,Акт отмывки и дезактивации демонтированного оборудования на этапе эксплуатации,"Документ, фиксирующий и описывающий проведение отмывки и дезактивации демонтированного оборудования на этапе эксплуатации","СП 343.1325800.2017
СП 255.1325800.2016
РД 153-34.1-35.521-00",,,Сформулировано на основании результата анализа источников,,
,,,,,CDGA030,Акт ремонта оборудования на этапе эксплуатации,"Документ, фиксирующий и описывающий проведение ремонта оборудования на этапе эксплуатации","СП 343.1325800.2017
СП 255.1325800.2016
РД 153-34.1-35.521-00",,,Сформулировано на основании результата анализа источников,,
,,,,,CDGA040,Акт приемки оборудования в эксплуатацию после ремонта,"Документ, фиксирующий и описывающий приемку оборудования в эксплуатацию после ремонта","СП 343.1325800.2017
СП 255.1325800.2016
РД 153-34.1-35.521-00",,,Сформулировано на основании результата анализа источников,,
,,,,,CDGA050,Акт приемки оборудования в эксплуатацию после технического обслуживания,"Документ, фиксирующий и описывающий приемку оборудования в эксплуатацию после технического обслуживания","СП 343.1325800.2017
СП 255.1325800.2016
РД 153-34.1-35.521-00",,,Сформулировано на основании результата анализа источников,,
,,,,,CDGA060,Акт проведения испытаний системы на этапе эксплуатации,"Документ, фиксирующий и описывающий проведение испытаний системы на этапе эксплуатации","СП 343.1325800.2017
СП 255.1325800.2016
РД 153-34.1-35.521-00",,,Сформулировано на основании результата анализа источников,,
,,,,,CDGA070,Акт проведения испытаний оборудования на этапе эксплуатации,"Документ, фиксирующий и описывающий проведение испытаний оборудования на этапе эксплуатации","СП 343.1325800.2017
СП 255.1325800.2016
РД 153-34.1-35.521-00",,,Сформулировано на основании результата анализа источников,,
,,,CDGB,,,Отчет о выполненных работах на этапе эксплуатации,"Документ, описывающий результаты выполненных работ на этапе эксплуатации","СП 343.1325800.2017
СП 255.1325800.2016
РД 153-34.1-35.521-00",,,Сформулировано на основании результата анализа источников,,
,,,,,CDGB010,Отчет по оценке воздействия на окружающую среду на этапе эксплуатации,"Документ, описывающий результаты выполненных работ по оценке воздействия на окружающую среду на этапе эксплуатации","СП 343.1325800.2017
СП 255.1325800.2016
РД 153-34.1-35.521-00",,,Сформулировано на основании результата анализа источников,,
,,,,,CDGB020,Отчет о комплексном инженерном радиационном обследовании на этапе эксплуатации,"Документ, описывающий результаты комплексного инженерного радиационного обследования на этапе эксплуатации","СП 343.1325800.2017
СП 255.1325800.2016
РД 153-34.1-35.521-00",,,Сформулировано на основании результата анализа источников,,
,,,,,CDGB030,Отчет по ремонту оборудования на этапе эксплуатации,"Документ, описывающий результаты выполненных работ по ремонту оборудования на этапе эксплуатации","СП 343.1325800.2017
СП 255.1325800.2016
РД 153-34.1-35.521-00",,,Сформулировано на основании результата анализа источников,,
,,,,,CDGB040,Отчет о проведении испытаний системы на этапе эксплуатации,"Документ, описывающий результаты проведения испытаний системы на этапе эксплуатации","СП 343.1325800.2017
СП 255.1325800.2016
РД 153-34.1-35.521-00",,,Сформулировано на основании результата анализа источников,,
,,,,,CDGB050,Отчет о проведении испытаний оборудования на этапе эксплуатации,"Документ, описывающий результаты проведения испытаний оборудования на этапе эксплуатации","СП 343.1325800.2017
СП 255.1325800.2016
РД 153-34.1-35.521-00",,,Сформулировано на основании результата анализа источников,,
,,,CDGC,,,Транспортная схема процессов на этапе эксплуатации,"Текстовый или графический документ, указывающий пути доставки/перевозки строительных материалов и оборудования от пунктов их приема до места выполнения работ на этапе эксплуатации","СП 343.1325800.2017
СП 255.1325800.2016",,,Сформулировано на основании результата анализа источников,,
,,,,,CDGC010,Транспортная схема ремонтных работ на этапе эксплуатации,"Текстовый или графический документ, указывающий пути доставки/перевозки строительных материалов и оборудования от пунктов их приема до места выполнения ремонтных работ на этапе эксплуатации","СП 343.1325800.2017
СП 255.1325800.2016",,,Сформулировано на основании результата анализа источников,,
,,,CDGD,,,Схема технологических процессов на этапе эксплуатации,"Документ, описывающий исполнение одного технического процесса на этапе эксплуатации и содержащий в себе сведения по инструкции работ для рабочих и персонала, составу технологических операций, механизации, требованиям к качеству выполненных работ, необходимое количество ресурсов","СП 343.1325800.2017
СП 255.1325800.2016",,,Сформулировано на основании результата анализа источников,,
,,,,,CDGD010,Схема технологического процесса демонтажа оборудования на этапе эксплуатации,"Документ, описывающий исполнение технологического процесса демонтажа оборудования на этапе эксплуатации и содержащий в себе сведения по инструкции работ для рабочих и персонала, составу технологических операций, механизации, требованиям к качеству выполненных работ, необходимое количество ресурсов","СП 343.1325800.2017
СП 255.1325800.2016",,,Сформулировано на основании результата анализа источников,,
,,,,,CDGD020,Схема технологического процесса ремонта оборудования на этапе эксплуатации,"Документ, описывающий исполнение технологического процесса ремонта оборудования на этапе эксплуатации и содержащий в себе сведения по инструкции работ для рабочих и персонала, составу технологических операций, механизации, требованиям к качеству выполненных работ, необходимое количество ресурсов","СП 343.1325800.2017
СП 255.1325800.2016",,,Сформулировано на основании результата анализа источников,,
,,,CDGE,,,Запрос на изменение проектных решений на этапе эксплуатации,"Формальное документированное обращение на этапе эксплуатации, необходимое для получения официального разрешения на изменения в предметной области проекта, проектных решениях, методах, плановых сроках и затратах или других показателях проекта",,,,Сформулировано на основании результата анализа источников,,
,,,CDGF,,,Разрешение на изменение проектных решений на этапе эксплуатации,"Формальное документированное разрешение на этапе эксплуатации на изменения в предметной области проекта, проектных решениях, методах, плановых сроках и затратах или других показателях проекта",,,,Сформулировано на основании результата анализа источников,,
,,CDH,,,,Организационная документация на этапе эксплуатации,"Организационная документация, описывающая и регулирующая порядок работ и работы непосредственно при реализации деятельности на этапе эксплуатации","СП 343.1325800.2017
СП 255.1325800.2016
РД 153-34.1-35.521-00",По предметным группам деятельности в строительстве,,Сформулировано на основании результата анализа источников,,
,,,CDHA,,,График ремонтных работ на этапе эксплуатации,"Документ, описывающий и регулирующий порядок работ непосредственно при ремонтных работах на этапе эксплуатации","СП 343.1325800.2017
СП 255.1325800.2016
РД 153-34.1-35.521-00",,,Сформулировано на основании результата анализа источников,,
,,,CDHB,,,Перечень документов по эксплуатации,"Документ, фиксирующий перечень регулирующих документов, необходимых для реализации деятельности по эксплуатации","СП 343.1325800.2017
СП 255.1325800.2016
РД 153-34.1-35.521-00",,,Сформулировано на основании результата анализа источников,,
,,,CDHC,,,График рабочих смен на этапе эксплуатации,"Документ, описывающий и регулирующий порядок работ смен персонала на этапе эксплуатации","СП 343.1325800.2017
СП 255.1325800.2016
РД 153-34.1-35.521-00",,,Сформулировано на основании результата анализа источников,,
,,CDJ,,,,Отчетно-статистическая документация на этапе эксплуатации,"Документы, содержащие упорядоченную выборку сведений из первичных документов (например, оперативных) или упорядоченную выборку экспертных оценок, результаты обработки этих сведений с целью анализа функционирования (состояния) элементов ОКС, для подготовки отчетов, обзоров на этапе эксплуатации","СП 343.1325800.2017
СП 255.1325800.2016
РД 153-34.1-35.521-00",,,Сформулировано на основании результата анализа источников,,
,CE,,,,,Информация о сносе (демонтаже) ОКС,Информация о результатах осуществления деятельности по сносу (демонтажу) ОКС,"Градостроительный кодекс Российской Федерации от 29.12.2004 N 190-ФЗ 
Постановление Правительства РФ от 06.09.2012 N 889
НП-007-17
СП 325.1325800.2017",По предметным группам деятельности в строительстве,,Сформулировано на основании результата анализа источников,,
,,CEA,,,,Программа на этапе сноса (демонтажа),"Организационно-методический документ, обязательный для выполнения, устанавливающий объект и цели работ на этапе сноса (демонтажа), виды, последовательность, объем и критерии успешности проводимых работ, порядок, условия, место и сроки проведения работ, обеспечение и отчётность по ним, меры безопасности при выполнении работ, а также ответственность за обеспечение и проведение работ на этапе сноса (демонтажа)","Постановление Правительства РФ от 06.09.2012 N 889
НП-007-17
СП 325.1325800.2017",По предметным группам деятельности в строительстве,,Сформулировано на основании результата анализа источников,,
,,,CEAA,,,Программа сноса,"Организационно-методический документ, обязательный для выполнения, устанавливающий объект и цели работ по сносу на этапе сноса (демонтажа), виды, последовательность, объем и критерии успешности проводимых работ, порядок, условия, место и сроки проведения работ, обеспечение и отчётность по ним, меры безопасности при выполнении работ, а также ответственность за обеспечение и проведение работ по сносу на этапе сноса (демонтажа)","Постановление Правительства РФ от 06.09.2012 N 889
НП-007-17
СП 325.1325800.2017",,,Сформулировано на основании результата анализа источников,,
,,,CEAB,,,Программа демонтажа,"Организационно-методический документ, обязательный для выполнения, устанавливающий объект и цели работ по демонтажу на этапе сноса (демонтажа), виды, последовательность, объем и критерии успешности проводимых работ, порядок, условия, место и сроки проведения работ, обеспечение и отчётность по ним, меры безопасности при выполнении работ, а также ответственность за обеспечение и проведение работ по демонтажу на этапе сноса (демонтажа)","Постановление Правительства РФ от 06.09.2012 N 889
НП-007-17
СП 325.1325800.2017",,,Сформулировано на основании результата анализа источников,,
,,,CEAC,,,Программа вывода из эксплуатации,"Организационно-методический документ, обязательный для выполнения, устанавливающий объект и цели работ по выводу из эксплуатации на этапе сноса (демонтажа), виды, последовательность, объем и критерии успешности проводимых работ, порядок, условия, место и сроки проведения работ, обеспечение и отчётность по ним, меры безопасности при выполнении работ, а также ответственность за обеспечение и проведение работ по выводу из эксплуатации на этапе сноса (демонтажа)","Постановление Правительства РФ от 06.09.2012 N 889
НП-007-17
СП 325.1325800.2017",,,Сформулировано на основании результата анализа источников,,
,,,CEAD,,,Программа по оценке воздействия на окружающую среду на этапе вывода из эксплуатации,"Организационно-методический документ, обязательный для выполнения, устанавливающий объект и цели работ по оценке воздействия на окружающую среду на этапе вывода из эксплуатации, виды, последовательность, объем и критерии успешности проводимых работ, порядок, условия, место и сроки проведения работ, обеспечение и отчётность по ним, меры безопасности при выполнении работ, а также ответственность за обеспечение и проведение работ по оценке воздействия на окружающую среду на этапе вывода из эксплуатации","Постановление Правительства РФ от 06.09.2012 N 889
НП-007-17
СП 325.1325800.2017",,,Сформулировано на основании результата анализа источников,,
,,CEB,,,,Регламент на этапе сноса (демонтажа),"Документ, устанавливающий обязательные для применения и исполнения требования к ОКС при осуществлении деятельности на этапе сноса (демонтажа)","Градостроительный кодекс Российской Федерации от 29.12.2004 N 190-ФЗ 
Постановление Правительства РФ от 06.09.2012 N 889
НП-007-17
СП 325.1325800.2017",По предметным группам деятельности в строительстве,,Сформулировано на основании результата анализа источников,,
,,,CEBA,,,Регламент сноса,"Документ, устанавливающий обязательные для применения и исполнения требования к ОКС при осуществлении деятельности по сносу на этапе сноса (демонтажа)","Постановление Правительства РФ от 06.09.2012 N 889
НП-007-17
СП 325.1325800.2017",,,Сформулировано на основании результата анализа источников,,
,,,CEBB,,,Регламент демонтажа,"Документ, устанавливающий обязательные для применения и исполнения требования к ОКС при осуществлении деятельности по демонтажу на этапе сноса (демонтажа)","Постановление Правительства РФ от 06.09.2012 N 889
НП-007-17
СП 325.1325800.2017",,,Сформулировано на основании результата анализа источников,,
,,,CEBC,,,Регламент вывода из эксплуатации,"Документ, устанавливающий обязательные для применения и исполнения требования к ОКС при осуществлении деятельности по выводу из эксплуатации на этапе сноса (демонтажа)","Постановление Правительства РФ от 06.09.2012 N 889
НП-007-17
СП 325.1325800.2017",,,Сформулировано на основании результата анализа источников,,
,,CEC,,,,План на этапе сноса (демонтажа),"Документ, определяющий конкретные действия по производству работ на этапе сноса (демонтажа) и позволяющий создать рабочий график деятельности по сносу (демонтажу) ОКС","Градостроительный кодекс Российской Федерации от 29.12.2004 N 190-ФЗ 
Постановление Правительства РФ от 06.09.2012 N 889
НП-007-17
СП 325.1325800.2017",По предметным группам деятельности в строительстве,,Сформулировано на основании результата анализа источников,,
,,,CECA,,,План сноса,"Документ, определяющий конкретные действия по сносу на этапе сноса (демонтажа) и позволяющий создать рабочий график деятельности по сносу ОКС","Постановление Правительства РФ от 06.09.2012 N 889
НП-007-17
СП 325.1325800.2017",,,Сформулировано на основании результата анализа источников,,
,,,CECB,,,План демонтажа,"Документ, определяющий конкретные действия по демонтажу на этапе сноса (демонтажа) и позволяющий создать рабочий график деятельности по демонтажу ОКС","Постановление Правительства РФ от 06.09.2012 N 889
НП-007-17
СП 325.1325800.2017",,,Сформулировано на основании результата анализа источников,,
,,,CECC,,,План вывода из эксплуатации,"Документ, определяющий конкретные действия по выводу из эксплуатации на этапе сноса (демонтажа) и позволяющий создать рабочий график деятельности по выводу из эксплуатации ОКС","Постановление Правительства РФ от 06.09.2012 N 889
НП-007-17
СП 325.1325800.2017",,,Сформулировано на основании результата анализа источников,,
,,CED,,,,Руководство на этапе сноса (демонтажа),"Документ, устанавливающий способы и порядок действий, обеспечивающих выполнение работ на этапе сноса (демонтажа), а также порядок и способы контроля результатов этих работ","Градостроительный кодекс Российской Федерации от 29.12.2004 N 190-ФЗ 
Постановление Правительства РФ от 06.09.2012 N 889
НП-007-17
СП 325.1325800.2017",По предметным группам деятельности в строительстве,,Сформулировано на основании результата анализа источников,,
,,,CEDA,,,Руководство по сносу,"Документ, устанавливающий способы и порядок действий, обеспечивающих выполнение работ по сносу на этапе сноса (демонтажа), а также порядок и способы контроля результатов этих работ","Постановление Правительства РФ от 06.09.2012 N 889
НП-007-17
СП 325.1325800.2017",,,Сформулировано на основании результата анализа источников,,
,,,CEDB,,,Руководство по демонтажу,"Документ, устанавливающий способы и порядок действий, обеспечивающих выполнение работ по демонтажу на этапе сноса (демонтажа), а также порядок и способы контроля результатов этих работ","Постановление Правительства РФ от 06.09.2012 N 889
НП-007-17
СП 325.1325800.2017",,,Сформулировано на основании результата анализа источников,,
,,,CEDC,,,Руководство по выводу из эксплуатации,"Документ, устанавливающий способы и порядок действий, обеспечивающих выполнение работ по выводу из эксплуатации на этапе сноса (демонтажа), а также порядок и способы контроля результатов этих работ","Постановление Правительства РФ от 06.09.2012 N 889
НП-007-17
СП 325.1325800.2017",,,Сформулировано на основании результата анализа источников,,
,,CEE,,,,Инструкция на этапе сноса (демонтажа),"Документ, в котором излагаются сведения, необходимые для правильного исполнения деятельности на этапе сноса (демонтажа)","Градостроительный кодекс Российской Федерации от 29.12.2004 N 190-ФЗ 
Постановление Правительства РФ от 06.09.2012 N 889
НП-007-17
СП 325.1325800.2017",По предметным группам деятельности в строительстве,,Сформулировано на основании результата анализа источников,,
,,,CEEA,,,Инструкция по сносу,"Документ, в котором излагаются сведения, необходимые для правильного исполнения деятельности по сносу на этапе сноса (демонтажа)","Постановление Правительства РФ от 06.09.2012 N 889
НП-007-17
СП 325.1325800.2017",,,Сформулировано на основании результата анализа источников,,
,,,CEEB,,,Инструкция по демонтажу,"Документ, в котором излагаются сведения, необходимые для правильного исполнения деятельности по демонтажу на этапе сноса (демонтажа)","Постановление Правительства РФ от 06.09.2012 N 889
НП-007-17
СП 325.1325800.2017",,,Сформулировано на основании результата анализа источников,,
,,,CEEC,,,Инструкция по выводу из эксплуатации,"Документ, в котором излагаются сведения, необходимые для правильного исполнения деятельности по выводу из эксплуатации на этапе сноса (демонтажа)","Постановление Правительства РФ от 06.09.2012 N 889
НП-007-17
СП 325.1325800.2017",,,Сформулировано на основании результата анализа источников,,
,,CEF,,,,Оперативная документация на этапе сноса (демонтажа),"Документы, в которых дежурный персонал должен производить записи во время дежурства при реализации деятельности на этапе сноса (демонтажа)","Постановление Правительства РФ от 06.09.2012 N 889
НП-007-17
СП 325.1325800.2017
РД 153-34.1-35.521-00",По предметным группам деятельности в строительстве,,Сформулировано на основании результата анализа источников,,
